t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
6345,0.0,4.929,21.717,35.094,0.003,25.719,6.5,26.708,1876.202,320.466,1469.28,1148.818,65.487,79.639,78.732,4507.061,8.354,164.751,0.0,1.431,1.439,28.316,0.349,10.337,6.045,34.128,1870.897,255.302,1487.33,1158.058,80.515,45.945,79.176,4504.792,12.585,157.819,3.74,0.916,0.077,22.872,4.891,0.423,5.414,34.685,1866.535,221.1,1497.951,1164.796,91.248,19.054,79.776,4507.699,18.164,149.373
6346,0.0,4.696,19.26,32.282,0.003,25.887,6.495,26.503,1877.233,322.6,1473.008,1150.795,66.191,78.829,78.885,4516.627,8.463,164.776,0.0,1.4,1.269,26.243,0.411,10.085,6.072,33.88,1872.351,259.318,1491.259,1160.236,81.511,44.478,79.333,4516.906,12.869,157.571,3.718,0.917,0.072,21.419,4.981,0.462,5.447,34.383,1868.104,225.59,1501.918,1166.706,91.898,18.407,79.929,4519.399,18.493,149.063
6347,0.001,4.955,17.485,28.585,0.004,22.098,6.545,26.277,1876.434,317.676,1479.009,1153.376,70.48,70.279,79.054,4528.531,9.812,163.023,0.0,1.454,1.307,24.082,0.449,8.973,6.125,33.176,1873.116,263.119,1495.749,1162.219,83.439,41.577,79.486,4530.706,13.606,156.761,3.579,0.945,0.087,20.176,4.339,0.564,5.589,33.822,1869.82,233.999,1504.967,1167.976,92.458,19.668,79.997,4533.947,18.115,149.881
6348,0.0,5.399,17.465,26.12,0.003,20.436,6.521,25.888,1877.201,324.591,1483.535,1155.04,72.691,66.834,79.149,4544.744,10.629,161.926,0.0,1.502,1.428,21.703,0.364,8.396,6.182,32.336,1873.778,268.627,1499.563,1163.459,84.665,40.213,79.573,4542.969,14.403,155.833,3.605,0.964,0.091,18.006,4.042,0.461,5.687,32.955,1870.629,239.771,1508.892,1169.185,93.241,18.961,80.073,4545.661,18.751,149.232
6349,0.0,3.242,12.454,24.458,0.004,19.778,6.58,25.515,1875.734,316.983,1487.363,1156.082,73.783,65.017,79.23,4544.716,10.929,161.513,0.0,1.327,1.076,19.843,0.412,7.858,6.196,31.701,1873.96,270.332,1503.101,1164.558,85.779,38.329,79.655,4550.987,14.898,155.222,3.642,0.951,0.074,16.009,4.063,0.414,5.695,32.267,1871.178,243.437,1512.844,1170.141,93.902,17.887,80.158,4554.689,19.335,148.528
6350,0.0,2.448,8.194,23.964,0.004,18.278,6.642,25.225,1873.528,303.566,1489.887,1156.453,75.372,60.274,79.3,4537.638,11.455,160.672,0.0,1.184,0.769,18.416,0.465,6.582,6.228,31.34,1872.687,261.674,1505.712,1165.231,87.605,32.998,79.73,4548.798,16.025,153.633,3.829,0.921,0.053,14.166,4.37,0.301,5.673,31.783,1870.179,236.579,1516.206,1170.484,94.687,13.869,80.263,4551.838,20.614,146.737
6351,0.001,1.751,4.503,23.101,0.004,17.053,6.544,25.075,1869.871,277.328,1491.376,1155.509,77.111,53.6,79.38,4517.029,12.028,159.734,0.0,1.048,0.535,17.336,0.555,5.552,6.176,31.326,1870.634,245.796,1507.835,1164.574,89.192,26.839,79.821,4537.52,17.38,151.619,4.047,0.878,0.036,12.71,4.879,0.28,5.579,31.635,1868.334,222.823,1519.102,1169.093,95.335,9.484,80.399,4540.277,22.293,144.261
6352,0.001,1.927,4.922,21.703,0.004,16.088,6.29,25.034,1866.977,257.978,1492.783,1152.898,78.886,47.07,79.492,4500.693,13.145,158.132,0.0,0.983,0.464,15.96,0.706,4.792,6.019,31.387,1867.779,225.604,1509.642,1161.871,90.779,20.913,79.938,4520.35,18.992,149.248,4.215,0.829,0.032,11.41,5.22,0.364,5.436,31.643,1865.669,204.299,1520.521,1165.222,96.012,6.399,80.527,4521.886,23.817,141.993
6353,0.0,2.171,7.286,20.24,0.003,18.917,6.12,25.061,1868.322,261.66,1492.257,1148.25,75.964,53.438,79.586,4494.685,11.963,159.726,0.0,0.99,0.521,14.538,0.627,5.288,5.852,31.826,1866.513,214.588,1510.516,1157.453,90.673,20.752,80.045,4507.411,19.251,148.797,4.43,0.786,0.028,9.612,5.878,0.457,5.192,31.849,1863.264,187.893,1522.173,1160.063,96.607,4.82,80.715,4505.087,25.129,140.001
6354,0.0,1.36,3.474,21.507,0.003,21.051,6.021,25.207,1866.568,239.499,1489.708,1142.639,73.214,59.963,79.671,4465.278,9.877,162.575,0.0,0.905,0.412,13.391,0.596,5.603,5.708,32.71,1865.853,202.16,1510.159,1152.771,90.263,22.367,80.157,4492.997,18.411,149.826,4.651,0.743,0.019,7.228,7.026,0.44,4.89,32.441,1861.617,172.794,1524.087,1154.902,97.002,4.083,80.961,4490.074,25.972,138.571
6355,0.0,1.605,4.692,21.768,0.002,22.569,5.868,25.463,1865.397,223.667,1486.617,1136.733,72.038,62.577,79.771,4442.374,9.185,163.35,0.0,0.849,0.372,12.717,0.7,5.15,5.531,33.734,1864.215,183.101,1509.175,1147.775,90.973,21.052,80.284,4473.343,18.814,149.059,4.864,0.695,0.016,5.506,8.077,0.471,4.595,33.25,1859.602,154.387,1524.25,1149.05,97.328,3.29,81.176,4469.73,26.966,136.898
6356,0.0,1.616,5.035,21.63,0.002,25.344,5.792,25.818,1865.658,220.349,1484.501,1130.839,69.705,68.503,79.903,4429.12,8.436,164.213,0.0,0.802,0.329,11.725,0.871,5.569,5.38,34.59,1863.197,171.627,1507.693,1142.359,90.825,22.053,80.425,4457.886,18.545,149.196,4.949,0.659,0.015,4.468,8.401,0.519,4.408,34.136,1858.083,141.062,1521.974,1143.312,97.545,3.516,81.3,4452.015,27.131,136.418
6357,0.0,1.647,5.423,22.809,0.002,26.318,5.775,26.215,1865.416,213.794,1482.142,1125.402,68.907,71.054,80.018,4416.15,8.13,164.604,0.0,0.783,0.326,11.546,0.878,5.75,5.294,35.29,1862.357,163.26,1505.075,1137.199,90.846,22.856,80.535,4444.614,18.147,149.579,5.018,0.636,0.014,3.966,8.353,0.49,4.304,34.928,1857.003,132.387,1518.556,1138.293,97.799,3.688,81.38,4437.995,26.865,136.578
6358,0.0,1.776,5.869,23.756,0.002,28.553,5.721,26.577,1865.867,210.654,1478.003,1120.08,66.911,76.518,80.084,4402.841,7.359,165.709,0.0,0.784,0.352,11.733,0.746,6.114,5.235,36.055,1861.906,156.818,1501.309,1132.274,90.634,24.204,80.602,4431.889,17.641,150.17,5.13,0.615,0.014,3.563,8.586,0.483,4.185,35.643,1855.923,124.535,1515.012,1133.316,98.096,3.524,81.483,4424.329,26.982,136.209
6359,0.0,1.756,6.924,25.601,0.002,31.068,5.746,26.921,1867.058,212.406,1473.188,1114.843,64.408,83.243,80.141,4392.246,6.749,166.56,0.0,0.78,0.363,12.04,0.754,6.804,5.174,36.757,1861.758,152.679,1496.915,1127.399,90.021,26.561,80.666,4420.034,16.857,151.162,5.163,0.598,0.014,3.36,8.81,0.499,4.08,36.357,1855.143,118.65,1510.666,1128.537,98.305,3.838,81.564,4411.942,26.831,136.245
6360,0.0,1.845,7.384,28.155,0.002,31.425,5.794,27.285,1867.245,211.395,1469.621,1110.487,64.158,84.79,80.237,4384.553,6.859,166.299,0.0,0.772,0.351,13.106,0.906,7.262,5.16,37.164,1861.7,151.192,1492.546,1123.034,89.559,28.631,80.759,4411.0,16.233,151.937,5.015,0.596,0.016,4.1,8.564,0.469,4.081,36.993,1855.19,117.558,1505.12,1124.887,98.313,4.892,81.61,4403.899,25.846,137.55
6361,0.0,2.643,12.469,30.004,0.002,33.182,5.885,27.934,1870.13,225.193,1464.144,1106.688,62.791,89.479,80.076,4387.117,6.484,166.821,0.0,0.969,1.1,16.063,0.136,10.864,5.278,37.187,1862.252,157.059,1483.435,1117.104,85.812,37.493,80.521,4395.948,14.417,154.425,0.24,0.608,0.066,8.709,3.252,0.805,4.697,39.413,1855.416,124.801,1495.114,1121.059,97.906,7.741,80.905,4397.268,24.556,139.299
6362,0.0,4.766,23.506,34.02,0.003,31.603,6.14,28.628,1874.281,255.25,1458.073,1104.009,64.715,88.348,79.618,4409.922,6.93,166.275,0.0,1.141,4.004,21.45,0.008,18.602,5.585,35.543,1864.729,181.311,1468.743,1110.529,77.478,59.047,79.987,4384.202,10.157,160.499,0.147,0.911,0.405,15.341,0.232,5.168,5.302,38.845,1858.492,148.855,1478.752,1116.29,91.929,27.187,80.187,4393.776,16.572,150.746
6363,0.0,4.711,31.462,40.883,0.002,34.219,6.335,27.887,1879.771,297.852,1443.982,1099.125,58.976,107.322,78.95,4422.333,4.593,169.786,0.0,1.234,5.911,29.018,0.002,26.754,5.956,33.292,1869.132,217.044,1451.571,1104.628,67.662,87.709,79.287,4380.652,5.245,167.663,0.118,1.133,0.671,23.35,0.099,13.853,5.741,35.834,1862.683,183.52,1460.134,1109.779,81.016,58.937,79.43,4387.426,7.431,163.89
6364,0.0,3.869,30.442,44.695,0.002,42.198,6.443,26.999,1884.121,325.135,1427.249,1093.381,47.571,139.895,78.267,4408.663,3.091,172.031,0.0,1.24,5.563,34.794,0.002,35.477,6.148,31.798,1873.217,244.556,1434.731,1098.9,57.084,118.388,78.597,4368.602,3.279,170.574,0.113,1.205,0.682,29.346,0.091,20.418,5.973,34.184,1865.826,208.498,1444.715,1104.866,72.929,84.57,78.733,4380.095,4.583,167.982
6365,0.0,7.339,35.885,45.494,0.003,42.889,6.545,26.072,1887.824,354.038,1412.466,1088.344,41.639,160.105,77.558,4407.85,2.97,172.397,0.0,1.584,8.62,39.012,0.002,40.879,6.292,30.325,1877.016,273.072,1419.721,1093.74,48.777,144.473,77.882,4363.248,2.725,171.514,0.1,1.414,1.077,35.163,0.066,30.322,6.157,32.318,1870.562,239.022,1428.103,1098.477,60.802,118.802,78.003,4367.344,3.217,170.143
6366,0.0,7.186,42.08,49.294,0.002,44.677,6.586,25.001,1892.882,391.181,1397.654,1081.893,31.681,189.269,76.798,4405.389,2.723,173.019,0.0,1.65,11.553,43.225,0.001,47.558,6.411,28.625,1882.291,310.294,1404.718,1087.037,36.743,178.607,77.116,4357.015,2.282,172.466,0.092,1.578,1.361,39.928,0.054,39.293,6.298,30.346,1875.918,276.069,1413.507,1091.371,47.499,155.757,77.226,4358.752,2.498,171.494
6367,0.0,7.571,42.938,49.338,0.003,40.276,6.531,24.231,1896.596,406.018,1396.588,1084.818,33.674,197.224,76.659,4432.136,3.086,172.73,0.0,2.055,5.261,42.838,0.146,36.135,6.422,29.337,1886.982,327.694,1412.477,1092.729,43.045,178.414,77.075,4405.913,2.882,171.889,3.018,1.195,0.256,37.535,3.731,21.19,6.125,29.63,1881.058,287.101,1424.165,1102.714,60.109,144.924,77.627,4425.136,3.576,170.279
6368,0.001,9.327,41.088,46.5,0.003,32.382,6.583,24.203,1901.963,426.147,1405.331,1093.1,43.104,191.271,76.803,4493.33,4.176,171.371,0.0,2.238,4.589,40.705,0.183,23.285,6.432,29.924,1892.073,343.878,1423.03,1101.631,53.842,169.56,77.228,4468.699,4.524,169.865,2.979,1.208,0.24,35.964,4.002,8.194,6.104,30.186,1886.373,303.497,1434.046,1111.138,69.92,137.696,77.763,4484.701,6.043,167.144
6369,0.0,9.433,35.94,43.268,0.003,25.415,6.696,24.38,1905.482,433.877,1416.486,1101.828,52.761,183.324,76.942,4545.583,6.295,168.628,0.0,2.31,4.266,38.387,0.193,14.684,6.474,30.089,1897.358,361.859,1433.626,1110.168,63.001,162.342,77.359,4527.796,7.526,165.921,2.968,1.251,0.245,34.203,3.707,1.153,6.115,30.493,1892.269,324.402,1444.273,1118.94,76.913,133.168,77.854,4539.543,10.369,161.379
6370,0.0,6.034,27.006,38.928,0.003,23.195,6.669,24.445,1907.446,436.159,1426.302,1109.52,56.803,178.973,77.033,4574.54,8.134,166.274,0.0,1.93,2.86,35.404,0.21,11.633,6.448,30.106,1900.956,369.875,1442.969,1118.022,67.523,155.664,77.449,4561.733,10.501,162.015,3.133,1.214,0.178,31.568,3.766,0.358,6.034,30.521,1896.425,334.579,1454.354,1126.929,79.166,126.904,77.956,4568.75,14.536,155.796
6371,0.0,4.047,18.352,33.01,0.003,21.923,6.673,24.474,1907.2,422.669,1434.975,1117.256,59.053,170.308,77.126,4580.791,9.268,164.775,0.0,1.681,1.84,31.079,0.271,9.712,6.38,30.175,1902.848,368.194,1451.375,1126.217,70.672,144.307,77.544,4579.635,12.509,159.368,3.214,1.18,0.133,27.828,3.87,0.249,5.924,30.577,1898.994,336.339,1462.94,1134.927,80.601,117.209,78.049,4585.027,16.993,152.544
6372,0.0,3.58,13.036,28.911,0.003,20.78,6.601,24.5,1906.57,405.193,1442.293,1124.77,60.694,158.605,77.2,4578.639,10.067,163.71,0.0,1.544,1.38,26.563,0.293,8.42,6.311,30.268,1903.302,356.621,1458.603,1134.119,72.893,130.826,77.621,4583.543,14.058,157.295,3.342,1.155,0.104,23.226,4.039,0.174,5.817,30.638,1899.824,327.13,1470.808,1142.999,81.769,103.965,78.142,4588.32,18.945,149.912
6373,0.0,4.13,13.849,25.667,0.004,18.651,6.508,24.52,1907.617,401.078,1450.537,1132.958,63.57,141.044,77.288,4589.264,11.592,161.49,0.0,1.584,1.431,22.753,0.33,7.428,6.214,30.157,1903.829,348.327,1466.148,1142.059,74.7,115.678,77.701,4587.914,15.562,155.23,3.291,1.151,0.115,19.543,3.721,0.193,5.764,30.607,1900.571,319.724,1476.879,1149.961,82.515,92.107,78.168,4590.078,19.96,148.602
6374,0.0,2.443,8.494,23.409,0.003,19.228,6.581,24.472,1906.049,380.038,1455.595,1139.239,63.312,131.316,77.306,4575.894,11.246,161.869,0.0,1.401,1.104,19.826,0.278,7.347,6.182,30.159,1904.124,338.142,1471.52,1148.642,75.357,103.51,77.724,4585.852,16.086,154.46,3.523,1.127,0.081,15.905,4.063,0.127,5.643,30.519,1900.829,309.446,1484.367,1157.59,83.376,76.955,78.255,4589.277,21.47,146.433
6375,0.0,2.26,7.233,21.829,0.003,20.288,6.444,24.533,1904.982,357.523,1458.579,1144.63,62.016,121.45,77.331,4555.822,10.488,162.788,0.0,1.311,0.931,17.261,0.295,7.004,6.085,30.736,1903.085,315.283,1476.326,1155.19,76.014,88.605,77.768,4571.015,16.581,153.613,3.754,1.094,0.06,12.423,4.899,0.097,5.438,30.879,1899.446,285.316,1491.612,1165.299,84.055,58.441,78.386,4573.887,23.219,143.768
6376,0.0,1.863,5.559,21.178,0.003,22.258,6.265,24.725,1903.824,333.344,1460.799,1149.471,59.756,112.894,77.362,4531.106,9.474,164.139,0.0,1.228,0.807,15.116,0.306,7.144,5.915,31.572,1902.188,291.961,1480.589,1161.12,75.907,74.69,77.82,4553.154,16.682,153.292,3.977,1.044,0.045,9.274,5.749,0.088,5.174,31.529,1897.877,259.094,1498.114,1172.088,84.489,40.638,78.523,4554.951,24.784,141.302
6377,0.0,1.49,3.792,20.209,0.003,20.514,6.201,25.026,1900.223,296.692,1464.47,1154.563,61.294,94.647,77.435,4502.484,10.043,163.167,0.0,1.104,0.592,13.249,0.433,6.135,5.762,32.307,1900.177,264.05,1485.017,1166.768,77.064,57.668,77.902,4532.855,17.516,151.931,4.118,0.977,0.036,7.203,6.01,0.097,4.99,32.27,1896.34,234.784,1501.788,1176.462,84.665,27.042,78.591,4534.816,25.419,140.203
6378,0.0,1.682,4.908,18.719,0.002,20.826,6.14,25.337,1899.278,276.412,1466.318,1157.679,61.203,82.577,77.471,4483.285,10.123,162.842,0.0,1.078,0.633,11.728,0.371,5.628,5.66,32.988,1898.243,238.556,1487.422,1169.909,77.839,43.788,77.938,4510.795,18.698,150.064,4.441,0.915,0.03,5.429,6.331,0.101,4.822,32.905,1894.103,208.9,1504.74,1178.417,85.009,14.766,78.663,4511.128,26.863,137.938
6379,0.0,1.679,5.092,18.119,0.002,23.394,6.019,25.634,1899.285,263.001,1467.161,1158.258,59.025,78.748,77.504,4465.338,9.308,163.784,0.0,1.012,0.551,10.31,0.451,6.161,5.551,33.651,1897.18,219.483,1488.99,1170.382,77.484,36.117,77.981,4491.665,18.523,150.083,4.661,0.828,0.025,3.89,6.709,0.17,4.678,33.528,1892.343,187.555,1506.033,1176.775,85.281,8.772,78.725,4490.246,27.659,136.564
6380,0.0,1.593,4.997,19.212,0.002,24.164,5.946,25.934,1898.671,249.11,1467.697,1156.844,58.452,74.753,77.536,4449.437,8.962,164.116,0.0,0.961,0.509,9.764,0.48,6.322,5.466,34.192,1896.095,203.052,1489.522,1168.648,77.53,31.466,78.012,4474.74,18.22,150.295,4.851,0.774,0.022,3.061,6.76,0.236,4.598,34.099,1891.028,171.061,1505.738,1173.343,85.454,6.541,78.739,4472.592,27.527,136.519
6381,0.0,1.667,5.496,20.471,0.001,28.204,5.889,26.174,1899.895,243.522,1463.923,1152.913,54.315,82.196,77.479,4430.996,7.127,166.668,0.0,0.979,0.647,9.954,0.287,7.286,5.406,34.971,1895.822,190.548,1487.217,1164.935,76.556,31.842,77.963,4457.03,17.178,151.589,5.259,0.723,0.018,2.058,7.541,0.296,4.418,34.648,1889.226,153.183,1506.26,1168.641,85.868,4.165,78.796,4453.325,28.486,134.85
6382,0.0,1.916,6.835,21.07,0.002,31.447,5.77,26.439,1900.91,238.769,1461.416,1148.2,51.306,88.322,77.442,4415.638,6.766,167.047,0.0,0.917,0.514,9.885,0.482,8.357,5.316,35.545,1895.441,179.664,1485.403,1160.358,75.424,34.026,77.934,4440.742,15.971,153.081,5.181,0.686,0.02,2.045,7.586,0.399,4.357,35.28,1888.368,141.643,1503.322,1163.524,85.794,5.422,78.711,4437.315,27.639,135.799
6383,0.0,1.631,6.079,22.513,0.002,32.517,5.78,26.735,1900.759,229.794,1459.092,1144.146,50.301,90.531,77.404,4401.159,6.236,167.639,0.0,0.902,0.532,10.277,0.402,8.623,5.277,36.062,1895.249,171.99,1482.695,1156.526,75.196,34.747,77.891,4428.747,15.193,153.993,5.235,0.666,0.018,2.122,7.572,0.346,4.304,35.849,1888.001,134.279,1499.631,1160.104,85.861,5.29,78.674,4425.399,26.733,136.884
6384,0.0,1.996,8.119,24.786,0.002,33.775,5.838,27.012,1901.766,228.862,1455.844,1140.284,49.527,92.342,77.372,4393.261,6.118,167.645,0.0,0.887,0.519,11.08,0.475,8.98,5.259,36.496,1895.083,165.494,1479.214,1152.801,74.99,35.332,77.861,4416.944,14.694,154.514,5.17,0.645,0.019,2.453,7.665,0.39,4.256,36.357,1887.708,128.169,1495.276,1156.425,85.873,5.686,78.651,4413.742,25.981,137.755
6385,0.0,2.176,9.793,29.131,0.002,35.425,5.862,27.284,1903.248,232.691,1453.018,1137.106,48.678,94.859,77.385,4390.553,5.93,167.765,0.0,0.891,0.527,12.685,0.529,9.506,5.266,36.883,1895.581,164.488,1475.945,1149.66,74.771,36.375,77.877,4410.79,14.142,155.127,5.019,0.638,0.02,3.355,7.701,0.408,4.248,36.816,1888.087,126.462,1490.417,1153.576,85.919,6.356,78.679,4406.687,24.905,139.133
6386,0.001,2.862,13.195,31.345,0.002,34.08,5.905,27.551,1904.308,235.013,1452.052,1135.36,51.01,90.334,77.495,4395.338,6.521,166.949,0.0,0.925,0.566,15.197,0.719,9.719,5.283,36.977,1896.328,166.588,1473.443,1147.47,75.117,36.514,77.982,4410.04,13.833,155.477,4.688,0.652,0.027,5.808,7.329,0.478,4.332,37.149,1889.544,130.804,1485.266,1151.795,85.901,8.265,78.735,4406.697,22.972,141.829
6387,0.0,4.237,22.328,32.366,0.002,33.332,5.899,27.73,1908.927,257.485,1451.021,1134.722,52.437,88.773,77.645,4417.827,6.605,166.727,0.0,1.078,0.865,17.202,0.589,10.248,5.346,37.055,1898.588,176.493,1471.958,1146.223,75.149,37.943,78.123,4418.029,13.282,156.264,4.508,0.687,0.038,8.449,6.931,0.488,4.445,37.287,1891.663,138.72,1482.214,1151.141,86.215,9.426,78.857,4413.357,21.52,143.931
6388,0.0,3.457,22.247,34.343,0.002,32.636,5.922,27.827,1910.462,264.146,1450.789,1134.788,53.737,88.081,77.82,4427.798,6.773,166.593,0.0,1.138,0.98,19.533,0.554,11.234,5.383,36.946,1901.664,190.463,1471.421,1145.641,74.606,41.385,78.293,4430.641,12.415,157.502,4.275,0.731,0.047,11.075,6.461,0.575,4.561,37.337,1894.974,152.214,1481.316,1151.246,86.435,11.99,78.992,4428.298,19.999,146.129
6389,0.0,4.329,22.162,36.348,0.003,29.646,5.985,27.801,1912.38,274.714,1452.25,1136.018,57.671,81.621,78.012,4448.609,7.448,165.938,0.0,1.217,1.073,22.257,0.553,10.566,5.466,36.474,1903.907,200.712,1471.537,1146.344,76.058,40.691,78.472,4445.377,12.459,157.651,4.093,0.775,0.057,14.366,5.824,0.57,4.725,37.04,1898.145,165.239,1480.933,1152.093,86.915,13.92,79.109,4444.356,18.828,147.983
6390,0.0,4.533,25.537,37.734,0.002,28.56,6.163,27.639,1916.15,292.397,1453.571,1137.251,59.055,81.218,78.171,4471.538,7.596,165.96,0.0,1.317,1.34,24.863,0.42,10.871,5.578,36.048,1907.379,216.618,1472.761,1147.092,76.406,42.414,78.625,4464.287,12.318,158.099,4.013,0.818,0.066,17.284,5.554,0.531,4.843,36.609,1901.43,179.079,1482.517,1153.251,87.666,14.679,79.265,4463.038,18.589,148.571
6391,0.0,7.561,31.52,37.966,0.003,24.848,6.303,27.368,1921.117,319.292,1458.471,1139.532,63.496,74.332,78.371,4511.909,8.887,164.288,0.0,1.71,2.202,27.067,0.377,10.912,5.766,35.177,1911.706,238.911,1476.54,1148.345,76.937,44.663,78.807,4492.218,12.506,158.122,3.648,0.925,0.125,20.827,4.566,0.928,5.156,35.914,1906.264,202.075,1484.644,1154.25,87.583,19.941,79.331,4490.586,17.314,150.755
6392,0.0,9.163,34.365,37.209,0.003,23.306,6.35,26.869,1927.209,352.959,1464.203,1141.79,65.738,74.99,78.487,4556.856,9.244,164.126,0.0,1.968,3.145,28.81,0.236,11.63,5.94,33.981,1917.806,271.807,1481.372,1149.838,76.828,50.705,78.91,4531.032,12.158,158.978,3.461,1.026,0.165,23.405,3.985,0.893,5.429,34.766,1912.353,233.356,1490.31,1156.386,88.133,25.023,79.417,4531.2,16.662,152.069
6393,0.0,5.832,28.184,36.047,0.003,23.688,6.479,26.385,1928.765,357.048,1469.643,1144.158,65.629,80.554,78.582,4571.539,8.928,164.791,0.0,1.71,2.374,28.828,0.253,11.375,6.051,33.226,1922.088,290.231,1486.908,1152.48,77.565,54.196,79.01,4560.334,12.051,159.433,3.455,1.026,0.129,23.736,4.128,0.595,5.525,33.899,1917.233,254.488,1497.106,1159.573,89.034,27.331,79.545,4564.317,16.896,152.051
6394,0.0,3.536,14.357,32.479,0.004,22.082,6.52,26.012,1925.706,335.357,1475.578,1147.344,67.928,77.581,78.699,4566.704,9.458,164.035,0.0,1.416,1.245,27.423,0.379,9.226,6.131,32.592,1922.929,288.343,1492.026,1156.108,80.465,49.736,79.128,4573.972,13.031,158.208,3.489,0.993,0.085,23.106,4.157,0.409,5.609,33.236,1919.534,260.142,1502.352,1162.741,89.89,26.287,79.647,4580.028,17.573,151.315
6395,0.0,4.419,16.194,32.663,0.003,21.809,6.337,25.705,1928.703,348.183,1479.36,1149.86,68.889,74.152,78.788,4585.249,9.885,163.49,0.0,1.423,1.249,25.983,0.356,8.33,6.072,32.259,1923.563,285.651,1496.196,1158.908,82.276,43.947,79.221,4580.721,14.291,156.507,3.668,0.98,0.074,21.254,4.467,0.295,5.543,32.73,1919.679,254.221,1507.221,1165.463,91.01,20.34,79.778,4582.071,19.279,148.985
6396,0.0,3.326,12.587,31.159,0.003,21.63,6.479,25.546,1928.185,339.595,1483.958,1151.809,69.162,71.732,78.91,4583.739,10.082,163.182,0.0,1.339,1.026,25.195,0.434,8.3,6.032,32.099,1924.929,287.003,1501.101,1160.887,82.742,41.201,79.347,4588.824,14.609,156.086,3.654,0.967,0.067,20.447,4.564,0.366,5.467,32.546,1921.168,255.98,1512.018,1166.954,91.532,18.275,79.899,4590.561,19.787,148.315
6397,0.0,2.397,8.263,26.575,0.003,21.621,6.586,25.46,1925.773,317.953,1486.697,1152.497,69.62,68.687,79.003,4568.504,9.852,163.398,0.0,1.193,0.761,22.709,0.424,7.364,6.089,32.189,1924.048,273.556,1504.452,1162.05,84.188,35.891,79.45,4583.369,15.336,155.013,3.911,0.932,0.044,18.247,5.13,0.254,5.407,32.475,1920.62,244.857,1517.099,1167.971,92.271,13.098,80.077,4586.128,21.113,146.379
6398,0.0,2.426,6.908,23.417,0.003,20.609,6.438,25.489,1923.492,296.321,1489.961,1152.239,70.955,62.822,79.15,4553.859,10.375,162.531,0.0,1.101,0.591,19.368,0.61,6.624,6.028,32.41,1922.537,256.048,1508.223,1161.99,85.513,30.321,79.607,4573.051,16.195,153.679,3.994,0.888,0.038,15.222,5.46,0.327,5.354,32.661,1919.418,229.605,1520.383,1166.812,92.8,10.159,80.233,4575.337,21.929,145.116
6399,0.0,1.915,5.481,21.636,0.003,18.61,6.252,25.55,1920.738,276.239,1492.647,1150.715,72.775,56.834,79.29,4539.714,11.204,161.228,0.0,1.022,0.504,16.914,0.643,5.658,5.916,32.544,1920.55,238.565,1510.843,1160.344,86.867,25.624,79.746,4560.42,17.35,151.939,4.17,0.85,0.032,12.522,5.602,0.32,5.259,32.782,1917.661,213.551,1522.826,1164.349,93.313,7.677,80.379,4561.749,22.904,143.629
6400,0.0,1.843,5.095,20.342,0.003,18.87,6.009,25.623,1918.841,260.071,1493.031,1147.356,72.634,55.841,79.402,4522.382,11.174,161.1,0.0,0.972,0.464,14.903,0.636,5.202,5.746,32.937,1918.607,221.53,1512.23,1157.182,87.619,22.685,79.87,4544.778,18.398,150.305,4.406,0.805,0.025,9.952,6.185,0.345,5.043,33.016,1915.372,195.36,1525.064,1160.328,93.751,5.418,80.571,4544.177,24.494,141.2
6401,0.001,1.595,4.179,19.098,0.004,18.661,5.923,25.763,1915.776,237.679,1493.623,1142.992,73.186,53.786,79.546,4500.363,11.37,160.694,0.0,0.889,0.371,13.056,0.825,4.959,5.565,33.277,1916.324,203.686,1513.069,1152.875,88.187,20.871,80.023,4527.033,18.971,149.318,4.504,0.762,0.022,7.947,6.483,0.413,4.839,33.374,1913.213,179.092,1525.476,1155.353,94.007,4.873,80.721,4526.388,25.24,139.957
6402,0.0,1.486,4.217,18.701,0.002,20.436,5.905,25.916,1914.63,226.462,1491.147,1137.607,71.722,57.008,79.625,4481.616,10.224,162.167,0.0,0.869,0.396,11.709,0.618,4.771,5.479,34.024,1914.385,187.276,1512.166,1148.044,88.784,19.495,80.112,4508.911,19.508,148.398,4.84,0.712,0.017,5.699,7.335,0.435,4.594,33.806,1910.434,160.134,1526.113,1149.619,94.547,3.211,80.929,4505.557,26.756,137.567
