t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
6739,0.0,1.325,3.287,17.771,0.002,25.508,5.951,26.543,1848.28,139.655,1470.196,1154.066,46.028,75.671,83.424,4299.908,8.236,169.73,0.0,0.752,0.43,7.932,0.342,4.729,5.523,35.613,1846.767,100.537,1492.112,1165.554,69.407,26.662,83.918,4339.694,22.115,149.494,5.923,0.536,0.011,0.875,7.401,0.155,4.57,35.286,1840.521,71.978,1506.682,1166.783,76.459,3.52,84.636,4331.939,33.401,132.798
6740,0.0,1.388,3.982,19.008,0.002,28.256,5.942,26.742,1847.799,136.887,1462.142,1147.275,43.911,81.515,83.245,4280.578,7.825,170.101,0.0,0.711,0.38,8.345,0.436,5.666,5.484,35.879,1845.392,94.607,1484.005,1158.797,68.46,29.965,83.734,4319.85,20.721,151.142,5.804,0.504,0.012,1.038,7.267,0.161,4.532,35.721,1838.843,66.803,1498.357,1160.331,76.685,4.542,84.414,4314.331,33.286,132.603
6741,0.0,1.55,4.81,20.578,0.002,28.48,5.958,26.961,1847.572,142.978,1455.851,1141.657,44.339,81.706,83.125,4275.371,8.177,169.475,0.0,0.693,0.343,8.969,0.57,5.761,5.465,35.99,1844.04,93.607,1476.414,1153.185,68.649,30.712,83.61,4307.128,20.108,151.733,5.52,0.501,0.013,1.5,7.099,0.147,4.528,36.028,1837.983,66.564,1488.425,1155.598,76.618,5.831,84.296,4301.243,31.534,134.837
6742,0.0,1.492,4.785,23.057,0.002,30.097,6.037,27.13,1847.806,148.706,1447.594,1136.551,42.962,85.92,83.026,4266.041,7.235,170.65,0.0,0.719,0.382,9.895,0.45,5.813,5.474,36.438,1843.56,95.52,1468.331,1148.523,68.849,31.366,83.52,4297.769,19.45,152.469,5.6,0.502,0.011,1.521,7.603,0.135,4.436,36.31,1836.877,66.073,1480.358,1151.174,76.889,5.171,84.296,4289.225,31.058,135.254
6743,0.0,1.924,6.571,24.496,0.002,32.394,6.029,27.3,1848.765,157.602,1439.351,1131.549,41.076,91.207,82.966,4258.458,6.917,170.887,0.0,0.725,0.37,10.78,0.577,6.32,5.459,36.884,1843.156,97.326,1460.571,1143.825,68.567,33.042,83.475,4287.723,18.733,153.247,5.455,0.5,0.012,1.848,8.047,0.15,4.366,36.711,1836.062,66.401,1472.406,1146.399,77.141,5.673,84.292,4278.462,30.588,135.672
6744,0.0,3.865,17.48,26.179,0.003,28.389,5.863,27.52,1851.454,184.285,1437.336,1129.317,46.105,81.687,83.126,4286.261,9.472,167.254,0.0,0.929,0.634,12.226,1.106,7.252,5.406,36.362,1843.644,111.593,1455.935,1140.095,67.987,35.54,83.619,4291.13,18.136,153.962,4.516,0.58,0.033,4.52,6.879,0.218,4.578,36.806,1838.033,80.439,1463.552,1143.861,76.581,11.428,84.273,4283.631,26.397,141.648
6745,0.0,3.722,22.982,31.324,0.002,29.861,6.001,28.011,1854.846,208.778,1431.464,1127.03,44.857,89.963,82.875,4301.258,8.066,169.377,0.0,1.117,2.548,17.686,0.03,13.734,5.608,35.524,1846.504,136.423,1444.884,1134.722,61.099,53.762,83.276,4287.273,14.055,159.824,0.168,0.722,0.167,10.997,0.969,0.612,5.306,38.656,1840.27,103.608,1454.884,1140.784,76.057,20.084,83.537,4296.193,23.541,145.743
6746,0.0,3.441,21.671,33.907,0.002,32.331,6.207,28.105,1855.826,223.751,1420.444,1122.763,41.835,105.606,82.333,4299.335,6.448,171.728,0.0,1.178,3.707,23.248,0.004,20.6,5.876,34.073,1848.332,155.55,1428.964,1128.744,53.47,79.415,82.699,4275.586,9.09,166.862,0.123,1.012,0.484,17.398,0.141,5.404,5.664,37.05,1842.391,124.81,1438.585,1134.301,69.814,46.492,82.884,4291.515,15.724,156.802
6747,0.0,4.282,26.021,36.848,0.003,33.646,6.493,27.308,1857.774,246.355,1406.265,1116.902,38.102,125.55,81.694,4299.907,4.761,174.275,0.0,1.326,4.898,28.15,0.003,25.8,6.143,32.357,1850.259,177.802,1413.513,1122.395,47.024,106.034,82.043,4270.272,5.503,172.06,0.109,1.186,0.666,23.549,0.103,12.17,5.981,34.791,1844.838,148.104,1421.897,1127.235,61.209,78.271,82.196,4283.433,7.98,167.882
6748,0.0,5.45,31.173,39.488,0.003,35.851,6.766,26.264,1860.321,271.369,1391.484,1110.234,31.885,151.653,81.007,4296.79,3.805,175.786,0.0,1.505,6.981,32.951,0.002,32.043,6.43,30.632,1852.894,202.501,1398.484,1115.539,38.726,137.199,81.348,4263.261,3.772,174.705,0.099,1.373,0.912,29.154,0.081,20.322,6.274,32.72,1847.66,172.775,1406.622,1119.912,51.363,112.585,81.486,4273.416,4.752,172.666
6749,0.0,7.257,38.122,40.885,0.003,36.713,6.752,25.138,1863.272,301.89,1377.493,1102.841,24.767,179.583,80.272,4296.165,3.481,176.519,0.0,1.793,10.746,36.638,0.002,37.588,6.604,28.851,1855.925,231.706,1384.301,1107.947,29.346,170.504,80.606,4257.444,3.028,176.035,0.087,1.633,1.433,33.94,0.06,29.473,6.512,30.59,1851.144,202.373,1392.008,1111.637,39.164,151.563,80.731,4261.831,3.354,174.962
6750,0.001,9.168,49.656,44.312,0.004,37.038,6.697,23.996,1868.091,345.544,1364.651,1094.207,15.358,211.645,79.482,4301.925,3.345,177.255,0.0,2.135,17.758,40.32,0.001,42.495,6.611,27.056,1860.148,269.949,1371.281,1099.093,17.984,207.127,79.81,4254.794,2.622,177.07,0.073,1.991,2.65,37.978,0.038,38.121,6.572,28.481,1855.398,239.482,1379.172,1102.173,24.996,194.062,79.92,4252.533,2.654,176.407
6751,0.0,7.018,46.141,40.007,0.003,31.751,6.646,23.336,1869.866,356.407,1370.322,1095.029,20.023,223.256,79.419,4339.298,3.935,176.738,0.0,2.355,7.358,37.463,0.143,28.287,6.607,28.013,1863.827,285.894,1386.491,1102.371,27.024,211.87,79.847,4318.247,3.66,176.049,2.625,1.391,0.356,33.54,3.684,13.534,6.36,28.188,1859.393,248.036,1398.947,1110.873,43.497,183.897,80.41,4341.372,4.502,174.26
6752,0.0,4.961,31.976,36.501,0.003,26.039,6.683,23.563,1869.645,346.516,1382.395,1100.601,29.9,225.56,79.657,4380.583,5.887,174.276,0.0,1.99,2.948,32.656,0.244,14.128,6.585,29.15,1865.211,282.089,1400.786,1109.236,41.575,203.814,80.108,4376.738,7.128,171.441,2.978,1.256,0.173,28.542,4.541,0.27,6.179,29.2,1861.232,245.935,1413.474,1118.115,56.077,174.024,80.722,4393.708,10.184,166.525
6753,0.0,6.68,29.539,32.2,0.004,21.374,6.606,24.0,1871.256,345.418,1397.162,1107.686,36.713,216.668,79.934,4416.388,8.793,170.202,0.0,2.12,2.83,28.848,0.303,9.825,6.447,29.74,1866.447,279.672,1414.6,1116.238,47.604,194.586,80.373,4407.319,11.257,165.873,2.958,1.293,0.194,25.231,4.118,0.217,6.021,29.975,1862.889,246.026,1425.314,1123.7,57.561,169.709,80.895,4411.54,14.738,160.452
6754,0.0,4.456,25.183,27.506,0.003,20.699,6.689,24.252,1871.167,337.764,1409.633,1113.31,38.256,213.896,80.115,4429.907,10.013,168.539,0.0,1.884,2.402,24.685,0.259,9.389,6.382,29.986,1867.852,279.131,1426.661,1121.751,49.224,190.968,80.551,4426.356,13.174,163.306,3.089,1.273,0.159,21.12,4.111,0.153,5.891,30.29,1864.452,245.966,1438.511,1129.626,59.017,164.647,81.096,4430.752,17.529,156.687
6755,0.0,4.557,18.107,22.562,0.004,19.077,6.63,24.404,1868.509,317.774,1421.971,1119.277,40.585,205.403,80.308,4431.555,11.28,166.828,0.0,1.772,1.773,20.21,0.335,7.805,6.353,30.13,1867.102,267.889,1438.341,1127.872,51.709,182.001,80.742,4435.638,14.822,161.091,3.104,1.242,0.141,17.04,3.968,0.141,5.871,30.504,1864.595,239.198,1449.381,1135.115,59.941,158.706,81.249,4439.609,18.965,154.797
6756,0.0,3.192,15.212,21.294,0.002,22.117,6.561,24.487,1867.729,303.95,1428.877,1123.314,37.652,206.909,80.405,4422.385,9.967,168.562,0.0,1.552,1.45,17.017,0.236,8.262,6.25,30.605,1866.194,252.159,1446.644,1132.696,51.799,176.047,80.854,4431.614,15.237,160.497,3.523,1.212,0.091,12.4,4.841,0.074,5.635,30.77,1862.94,219.071,1461.705,1141.987,60.983,145.46,81.497,4435.165,21.324,151.411
6757,0.0,2.607,10.609,19.111,0.003,22.433,6.451,24.718,1864.531,273.751,1437.197,1128.853,37.476,197.44,80.582,4403.511,9.954,168.366,0.0,1.37,0.956,14.176,0.427,7.401,6.119,31.32,1864.415,228.893,1456.062,1139.251,53.006,163.634,81.046,4423.449,15.696,159.66,3.523,1.119,0.079,9.337,5.184,0.087,5.471,31.445,1861.537,198.654,1470.092,1148.089,61.396,134.625,81.667,4426.428,21.898,150.44
6758,0.001,1.677,4.042,15.832,0.005,16.743,6.283,24.97,1859.82,224.193,1446.522,1135.538,43.695,172.133,80.743,4381.129,12.277,164.906,0.0,1.164,0.629,11.351,0.479,4.978,5.994,31.313,1861.107,200.045,1463.115,1145.492,56.151,145.759,81.186,4409.917,17.658,156.758,3.691,1.086,0.067,7.24,4.526,0.065,5.441,31.7,1859.252,179.117,1475.127,1153.003,61.864,123.688,81.712,4413.714,22.402,149.643
6759,0.0,1.939,5.331,15.081,0.003,16.584,6.175,25.03,1857.014,203.704,1449.095,1139.277,44.26,159.246,80.751,4362.979,12.952,163.77,0.0,1.145,0.771,9.668,0.295,4.452,5.852,31.479,1858.343,172.837,1465.965,1149.469,57.487,130.527,81.192,4387.661,19.954,153.361,4.2,1.066,0.058,4.844,4.748,0.042,5.239,31.733,1855.91,149.954,1479.882,1157.981,62.841,105.495,81.766,4388.94,25.396,145.21
6760,0.0,1.377,3.188,14.885,0.003,18.429,6.08,25.115,1854.722,178.56,1448.861,1142.137,42.392,150.753,80.715,4333.931,11.684,165.367,0.0,1.024,0.63,8.432,0.318,4.877,5.725,31.929,1855.923,151.438,1466.944,1153.218,57.3,117.945,81.168,4365.555,20.171,152.819,4.512,0.958,0.046,2.863,5.225,0.041,5.03,32.054,1852.849,126.414,1482.057,1162.841,63.52,88.308,81.771,4366.031,27.533,141.895
6761,0.0,1.554,4.022,13.347,0.003,18.374,6.001,25.252,1852.247,164.288,1448.006,1145.461,42.833,136.018,80.636,4315.848,12.029,164.763,0.0,0.948,0.602,7.268,0.317,4.505,5.612,32.195,1853.33,131.269,1465.989,1156.918,58.136,102.244,81.083,4343.542,21.117,151.26,4.824,0.876,0.041,1.892,5.044,0.039,4.931,32.368,1850.085,107.392,1480.4,1166.481,64.013,72.991,81.628,4343.001,28.706,139.972
6762,0.0,1.276,3.074,13.77,0.003,20.111,6.024,25.365,1850.156,151.342,1443.742,1147.518,40.93,128.139,80.449,4291.941,10.68,166.513,0.0,0.914,0.671,6.658,0.211,5.433,5.567,32.369,1851.164,119.433,1461.701,1159.133,57.314,91.509,80.885,4321.865,20.724,151.616,5.29,0.815,0.034,1.033,4.877,0.038,4.863,32.575,1847.183,92.844,1477.249,1169.851,64.549,57.26,81.389,4321.325,30.097,137.718
6763,0.0,1.432,3.77,16.718,0.002,21.994,6.024,25.454,1848.373,141.671,1437.737,1148.984,39.261,120.134,80.173,4268.957,9.858,167.468,0.0,0.864,0.667,7.249,0.2,6.333,5.548,32.406,1849.027,107.685,1455.544,1160.726,56.352,81.319,80.596,4298.014,19.741,152.752,5.438,0.72,0.03,0.923,4.683,0.044,4.841,32.701,1844.489,81.395,1471.482,1172.191,64.851,43.7,81.057,4299.623,30.691,136.574
6764,0.0,1.547,4.467,18.391,0.002,24.483,6.01,25.517,1847.149,142.798,1431.064,1150.486,36.756,114.786,79.893,4252.87,8.896,168.622,0.0,0.833,0.636,8.255,0.214,6.998,5.539,32.506,1846.982,101.851,1448.645,1162.369,55.659,71.576,80.316,4279.214,18.707,153.96,5.415,0.648,0.026,1.137,4.963,0.051,4.785,32.771,1842.079,74.458,1463.676,1173.746,64.984,32.521,80.826,4280.333,30.417,136.678
6765,0.0,1.549,4.88,19.374,0.002,26.98,6.001,25.574,1846.347,144.898,1423.271,1151.443,34.295,110.605,79.657,4237.166,7.966,169.694,0.0,0.813,0.592,8.738,0.24,7.317,5.519,32.814,1845.317,99.255,1441.193,1163.686,55.306,62.88,80.091,4264.025,17.871,154.887,5.462,0.606,0.022,1.231,5.506,0.057,4.698,32.928,1839.888,70.503,1455.55,1174.471,65.087,23.236,80.667,4263.548,30.045,136.919
6766,0.0,2.112,8.237,21.671,0.003,26.456,5.929,25.666,1845.626,155.164,1418.119,1153.734,35.618,98.008,79.538,4237.701,9.095,167.91,0.0,0.816,0.521,9.614,0.475,6.861,5.49,32.923,1843.343,101.226,1435.312,1165.595,56.161,52.269,79.981,4256.398,18.115,154.296,4.968,0.586,0.026,2.324,5.531,0.089,4.72,33.114,1838.82,73.863,1445.971,1173.611,64.821,20.671,80.561,4254.182,27.762,140.006
6767,0.0,2.799,13.801,24.347,0.002,27.542,5.888,25.755,1847.396,177.632,1412.942,1155.278,35.154,93.568,79.533,4248.553,8.796,168.321,0.0,0.922,0.674,11.409,0.457,7.112,5.472,33.182,1842.943,111.858,1430.23,1166.58,56.269,47.135,79.988,4257.796,17.571,154.978,4.776,0.622,0.03,3.625,5.885,0.096,4.68,33.278,1838.123,80.995,1439.715,1173.504,64.898,17.537,80.641,4252.261,26.271,142.034
6768,0.0,2.821,16.581,27.107,0.002,29.507,5.899,25.877,1848.232,190.194,1408.532,1155.801,33.923,93.418,79.623,4251.385,8.196,169.187,0.0,0.99,0.739,13.157,0.53,8.079,5.455,33.607,1843.379,122.781,1426.843,1166.964,55.596,46.143,80.095,4261.425,16.301,156.731,4.565,0.652,0.033,4.942,6.316,0.126,4.622,33.626,1838.217,89.529,1436.313,1173.367,65.087,16.179,80.798,4255.96,24.979,143.804
6769,0.0,3.729,22.857,28.695,0.003,28.287,5.857,26.057,1849.774,209.44,1407.241,1156.76,35.826,88.185,79.818,4269.756,8.638,168.64,0.0,1.134,0.97,15.214,0.607,8.455,5.448,33.87,1843.925,134.944,1425.846,1167.448,55.736,45.365,80.291,4270.984,15.587,157.772,4.26,0.707,0.047,7.302,6.154,0.165,4.667,33.988,1839.073,100.968,1434.494,1173.362,65.276,17.582,80.962,4265.985,23.078,146.55
6770,0.0,3.396,23.704,30.352,0.002,28.627,5.903,26.224,1850.981,225.462,1407.512,1157.56,36.431,88.195,80.028,4286.112,8.347,169.254,0.0,1.211,1.084,17.136,0.504,9.157,5.465,34.123,1845.381,150.447,1426.584,1167.873,55.538,47.17,80.5,4285.891,14.664,159.205,4.121,0.765,0.05,9.31,6.086,0.166,4.686,34.281,1840.409,114.032,1435.931,1174.085,65.677,18.602,81.19,4281.425,21.929,148.284
6771,0.0,4.258,24.8,32.279,0.002,28.964,5.943,26.372,1852.223,237.448,1409.1,1158.353,36.912,88.738,80.262,4300.595,8.119,169.811,0.0,1.286,1.144,18.975,0.515,9.424,5.493,34.397,1846.424,160.658,1428.689,1168.708,56.022,47.794,80.74,4299.522,14.129,160.13,4.01,0.802,0.054,11.061,6.165,0.178,4.699,34.567,1841.534,123.631,1438.625,1174.983,66.306,19.125,81.441,4295.715,21.202,149.453
6772,0.0,6.051,32.748,34.151,0.003,28.112,5.978,26.52,1854.509,251.717,1413.247,1159.726,38.513,87.699,80.533,4322.914,8.429,169.645,0.0,1.519,1.654,20.974,0.457,10.207,5.529,34.568,1848.125,173.414,1433.166,1169.625,55.909,50.599,81.007,4317.191,13.691,160.983,3.798,0.863,0.078,13.32,5.848,0.225,4.783,34.819,1843.264,135.715,1442.615,1175.976,66.859,21.827,81.674,4314.809,20.259,151.027
6773,0.0,5.749,32.321,35.796,0.003,25.733,6.146,26.606,1854.747,257.141,1420.312,1161.773,41.486,85.827,80.817,4344.068,9.043,169.0,0.0,1.638,1.974,23.423,0.408,10.503,5.645,34.349,1849.822,186.56,1439.415,1170.968,56.269,54.61,81.279,4339.433,13.313,161.824,3.55,0.933,0.102,16.296,5.192,0.269,4.967,34.811,1845.625,151.21,1448.561,1177.386,67.335,27.28,81.887,4340.692,19.019,153.135
6774,0.0,5.239,26.157,34.626,0.003,25.028,6.273,26.535,1853.767,257.258,1427.012,1163.691,42.821,87.806,81.057,4357.163,9.145,169.17,0.0,1.549,1.629,24.88,0.387,9.8,5.787,34.034,1850.401,193.09,1445.386,1172.868,57.67,56.211,81.516,4357.802,13.455,161.935,3.551,0.949,0.085,18.393,5.092,0.199,5.106,34.525,1846.759,159.611,1455.503,1179.553,68.082,29.233,82.136,4360.181,18.98,153.506
6775,0.0,5.862,27.041,34.778,0.003,24.399,6.29,26.413,1854.579,267.161,1433.996,1165.974,44.385,87.325,81.31,4378.584,9.493,168.877,0.0,1.622,1.728,25.153,0.41,9.49,5.86,33.782,1850.753,198.836,1452.254,1175.13,58.829,56.566,81.769,4374.923,13.814,161.722,3.462,0.972,0.095,19.155,4.956,0.215,5.22,34.272,1847.26,165.206,1462.031,1181.628,68.822,30.622,82.365,4376.211,19.077,153.695
6776,0.0,6.016,26.485,32.44,0.003,23.65,6.379,26.268,1855.756,280.763,1441.64,1168.318,45.81,87.668,81.551,4403.732,9.765,168.651,0.0,1.681,1.832,25.189,0.372,9.583,5.943,33.445,1851.825,210.105,1459.634,1177.238,59.52,58.49,82.006,4396.525,13.896,161.848,3.388,1.005,0.101,19.782,4.764,0.216,5.327,33.958,1848.263,175.037,1469.582,1183.803,69.609,32.651,82.591,4397.341,19.07,153.99
6777,0.0,4.705,20.912,29.566,0.004,20.224,6.504,26.031,1853.377,283.18,1451.525,1171.198,50.039,82.221,81.799,4425.488,11.236,166.806,0.0,1.657,1.689,23.637,0.422,8.3,6.074,32.651,1851.776,221.538,1467.817,1179.603,61.681,57.765,82.239,4421.282,14.677,161.038,3.198,1.054,0.115,19.407,4.085,0.247,5.546,33.326,1849.308,190.475,1476.767,1185.434,70.267,36.442,82.739,4422.665,18.726,154.828
6778,0.0,2.717,11.275,29.349,0.003,22.22,6.592,25.734,1850.039,271.677,1456.226,1172.137,48.129,88.461,81.923,4417.779,10.078,168.625,0.0,1.348,0.999,22.766,0.321,7.75,6.151,32.45,1850.244,218.693,1473.373,1181.297,62.887,56.484,82.377,4427.78,15.184,160.535,3.622,1.028,0.052,17.386,4.955,0.1,5.481,32.836,1847.651,186.508,1486.228,1188.398,71.432,30.613,83.025,4429.48,20.719,152.161
6779,0.0,3.256,9.888,25.885,0.004,21.268,6.612,25.697,1846.439,251.622,1462.422,1173.943,49.218,82.266,82.156,4407.036,10.706,167.784,0.0,1.234,0.725,20.523,0.609,6.478,6.118,32.704,1847.424,202.567,1480.435,1183.825,64.673,49.018,82.627,4423.307,16.278,159.033,3.605,0.966,0.048,15.636,5.363,0.122,5.421,33.024,1845.361,173.977,1492.149,1190.013,71.988,25.975,83.25,4424.043,21.63,150.933
6780,0.0,3.009,9.427,19.596,0.004,18.13,6.643,25.668,1842.534,234.359,1469.997,1175.951,52.841,71.148,82.39,4404.091,12.583,164.968,0.0,1.207,0.729,16.785,0.627,5.545,6.174,32.298,1843.99,191.603,1486.403,1185.106,66.143,42.781,82.841,4419.707,17.704,157.082,3.602,0.947,0.053,13.344,4.734,0.127,5.56,32.801,1842.525,167.126,1496.259,1190.418,72.383,23.626,83.382,4420.782,22.126,150.393
6781,0.0,2.067,6.249,17.216,0.004,18.08,6.605,25.515,1839.412,218.039,1473.28,1175.914,53.445,67.129,82.527,4391.927,12.647,164.738,0.0,1.088,0.591,13.378,0.526,5.067,6.188,32.11,1840.913,178.857,1489.862,1185.181,67.2,37.696,82.981,4411.012,18.744,155.545,3.9,0.91,0.037,9.519,4.969,0.098,5.541,32.477,1839.135,154.519,1500.888,1190.494,73.056,18.161,83.574,4411.376,23.711,148.096
6782,0.0,1.438,2.962,15.345,0.005,16.076,6.46,25.45,1836.566,182.253,1475.279,1174.821,56.107,57.043,82.671,4366.068,13.363,163.645,0.0,0.924,0.388,10.933,0.681,4.018,6.094,32.153,1837.985,157.892,1492.225,1184.348,69.013,30.027,83.135,4395.21,20.054,153.583,4.154,0.841,0.026,6.677,5.351,0.094,5.437,32.457,1836.018,137.606,1503.421,1188.955,73.819,12.84,83.743,4395.934,25.175,145.894
6783,0.001,1.393,2.726,14.048,0.004,14.58,6.299,25.444,1833.974,154.405,1475.009,1171.901,58.345,48.389,82.772,4341.798,14.507,161.806,0.0,0.825,0.334,8.872,0.699,2.967,5.954,32.343,1835.317,133.251,1492.48,1181.49,71.124,21.903,83.241,4373.283,22.453,150.045,4.602,0.749,0.019,4.275,5.79,0.095,5.262,32.512,1832.941,115.357,1503.873,1184.958,74.879,7.21,83.884,4372.744,27.606,142.285
6784,0.0,1.276,2.592,15.844,0.004,15.726,6.168,25.505,1831.884,140.084,1471.444,1166.488,57.228,49.345,82.815,4318.417,13.752,162.563,0.0,0.751,0.306,8.03,0.668,2.801,5.815,32.87,1833.078,115.483,1490.307,1176.367,72.083,18.557,83.297,4351.933,24.076,147.5,5.098,0.643,0.013,2.391,6.52,0.13,5.033,32.8,1829.933,95.633,1502.402,1178.402,75.967,4.106,84.004,4348.78,30.401,138.039
6785,0.0,1.195,2.568,16.339,0.002,19.457,6.086,25.624,1830.705,134.687,1463.369,1159.111,52.951,59.362,82.737,4292.72,10.737,166.594,0.0,0.756,0.406,7.991,0.358,3.253,5.712,33.856,1831.661,103.563,1484.876,1169.802,72.083,19.574,83.234,4331.132,24.764,146.255,5.823,0.559,0.01,1.053,7.549,0.188,4.771,33.322,1826.722,78.56,1499.775,1170.198,77.008,2.369,84.037,4324.407,33.607,133.072
6786,0.0,1.347,3.487,16.379,0.003,21.76,6.013,25.844,1828.45,134.738,1457.63,1151.375,51.171,64.563,82.651,4275.923,10.772,166.251,0.0,0.671,0.284,7.547,0.717,3.872,5.605,34.115,1829.151,95.731,1478.69,1162.002,71.52,22.395,83.144,4310.545,23.975,147.009,5.614,0.523,0.012,1.289,7.059,0.172,4.747,33.931,1824.604,71.401,1491.655,1162.612,77.369,4.009,83.806,4304.815,33.869,132.368
6787,0.0,1.471,3.762,17.308,0.002,23.547,5.912,26.083,1826.424,139.469,1450.984,1144.537,49.458,69.99,82.542,4263.686,9.654,167.615,0.0,0.701,0.352,7.828,0.47,4.016,5.562,34.567,1826.933,94.16,1471.461,1155.529,71.618,23.746,83.022,4296.27,23.556,147.31,5.781,0.513,0.011,1.158,7.006,0.146,4.677,34.34,1822.253,67.943,1483.527,1156.655,77.664,3.752,83.704,4288.218,33.745,132.225
6788,0.0,1.461,4.129,18.673,0.002,27.013,5.903,26.28,1825.285,143.821,1441.984,1137.687,46.089,78.999,82.382,4246.585,8.248,169.391,0.0,0.717,0.389,8.198,0.415,5.083,5.497,35.017,1825.216,93.834,1462.84,1148.936,70.441,27.698,82.865,4279.824,22.039,149.177,5.871,0.499,0.011,1.033,7.176,0.16,4.578,34.773,1819.764,64.928,1475.734,1150.194,77.973,4.016,83.557,4271.832,33.982,131.531
6789,0.0,1.525,4.384,21.298,0.002,28.714,5.947,26.493,1823.241,142.905,1434.019,1131.468,44.793,83.176,82.243,4229.728,7.912,169.664,0.0,0.71,0.366,8.996,0.485,5.728,5.478,35.337,1823.15,93.763,1454.628,1142.892,69.775,30.55,82.725,4265.11,20.634,150.87,5.686,0.498,0.012,1.301,7.207,0.152,4.527,35.185,1817.769,64.901,1466.967,1144.833,77.985,5.071,83.423,4258.307,32.883,132.788
6790,0.0,2.838,10.9,24.252,0.003,26.982,5.849,26.732,1822.972,161.241,1429.887,1127.393,47.408,78.66,82.249,4240.829,9.735,167.035,0.0,0.782,0.443,10.722,0.887,6.034,5.428,35.106,1820.71,99.368,1448.258,1138.167,69.711,31.561,82.728,4257.947,20.05,151.498,4.955,0.534,0.021,3.032,6.687,0.17,4.598,35.377,1816.689,71.863,1457.172,1141.314,77.463,8.454,83.383,4252.428,29.335,137.718
6791,0.0,4.045,20.539,26.72,0.003,26.174,5.876,26.82,1825.159,196.155,1427.088,1125.645,49.106,77.411,82.393,4269.4,10.247,166.496,0.0,1.045,0.826,13.369,0.759,7.204,5.438,34.912,1820.801,121.511,1444.86,1135.563,68.642,35.827,82.865,4269.255,18.271,154.081,4.409,0.635,0.041,5.861,6.145,0.196,4.681,35.241,1816.694,88.986,1451.968,1139.772,77.045,12.302,83.504,4261.838,25.779,142.846
6792,0.0,2.87,18.523,28.537,0.002,28.55,5.998,26.82,1824.675,205.167,1424.154,1124.303,46.937,85.123,82.546,4270.524,8.58,168.98,0.0,1.056,0.798,15.434,0.547,8.16,5.504,35.107,1821.26,136.501,1443.148,1134.447,67.743,40.416,83.03,4279.28,16.188,157.148,4.316,0.694,0.035,7.407,6.511,0.155,4.649,35.282,1816.812,101.853,1452.309,1139.627,77.201,13.294,83.77,4273.824,24.201,145.153
6793,0.0,3.352,18.452,31.672,0.002,30.764,6.188,27.408,1825.385,218.297,1419.562,1122.169,44.83,93.405,82.334,4273.246,7.527,170.454,0.0,1.159,2.353,19.283,0.029,14.226,5.679,34.595,1821.068,147.841,1433.206,1129.96,61.473,56.015,82.746,4264.776,13.124,161.484,0.159,0.781,0.185,12.871,0.852,0.76,5.351,37.748,1816.374,115.588,1444.573,1136.285,76.716,21.641,83.021,4277.31,22.457,147.611
6794,0.0,3.632,22.173,36.877,0.002,33.688,6.36,27.615,1826.402,235.787,1409.414,1117.942,41.356,109.899,81.81,4273.163,5.942,172.812,0.0,1.219,3.648,24.836,0.003,21.345,5.962,33.348,1821.534,165.423,1418.022,1123.944,53.604,82.205,82.176,4250.934,8.502,168.023,0.121,1.054,0.492,18.736,0.136,5.27,5.722,36.295,1816.454,133.321,1428.518,1129.753,70.881,47.506,82.364,4269.343,15.326,157.665
6795,0.0,5.201,31.415,39.046,0.003,34.306,6.505,26.931,1827.354,262.618,1396.282,1112.301,38.395,128.215,81.177,4278.657,4.685,174.763,0.0,1.438,6.207,30.51,0.003,26.972,6.213,31.784,1822.034,188.562,1403.542,1117.766,46.852,109.857,81.524,4245.735,5.305,172.688,0.105,1.272,0.787,25.736,0.093,13.72,6.057,34.109,1817.62,157.486,1411.817,1122.378,60.601,82.711,81.673,4257.374,7.521,168.874
6796,0.001,9.901,44.324,43.476,0.003,35.042,6.488,25.667,1830.545,307.094,1382.583,1105.043,31.802,155.325,80.441,4290.505,3.87,176.231,0.0,1.999,12.422,36.089,0.002,34.386,6.387,29.656,1824.311,228.274,1389.245,1110.121,36.454,145.94,80.776,4245.965,3.5,175.588,0.086,1.651,1.561,32.459,0.057,25.865,6.313,31.485,1820.155,196.286,1396.672,1113.653,46.135,126.938,80.901,4247.892,3.968,174.311
