t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
7705,535.142,45.358,7.535,0.217,126.024,8.609,1.21,0.217,0.622,0.081,8.609,2.882,1.21,4.692,39.524,1869.887,131.329,1546.515,1155.335,87.926,10.522,78.778,4458.923,23.153,141.979
7706,561.903,51.965,8.728,0.14,139.133,14.609,5.466,0.14,0.936,0.435,14.609,0.158,5.466,5.232,38.926,1873.132,155.997,1529.137,1150.719,82.18,30.565,78.063,4456.105,15.496,152.854
7707,607.372,60.267,7.347,0.122,130.984,20.387,11.768,0.122,1.059,0.554,20.387,0.104,11.768,5.543,36.791,1875.964,179.31,1510.576,1145.087,74.151,56.192,77.381,4445.846,8.051,163.375
7708,597.747,48.856,8.469,0.111,121.92,26.033,19.401,0.111,1.182,0.712,26.033,0.083,19.401,5.773,35.132,1879.279,202.14,1493.127,1139.614,65.328,83.565,76.712,4433.475,4.903,167.853
7709,595.315,48.85,8.263,0.102,132.026,31.246,28.696,0.102,1.333,0.94,31.246,0.067,28.696,5.972,33.319,1883.652,231.19,1476.229,1133.331,54.203,116.071,76.013,4421.392,3.351,170.174
7710,483.514,55.066,7.972,0.088,114.459,36.3,38.731,0.088,1.571,1.513,36.3,0.046,38.731,6.135,31.128,1889.343,269.332,1459.661,1125.577,40.307,154.442,75.259,4410.484,2.543,171.63
7711,475.582,50.085,7.09,3.058,111.964,34.061,18.649,3.058,1.124,0.213,34.061,3.654,18.649,6.079,30.11,1893.574,277.454,1469.97,1137.245,54.914,139.873,75.643,4478.024,3.828,170.058
7712,510.292,44.46,7.711,2.993,114.396,32.74,5.209,2.993,1.154,0.22,32.74,3.892,5.209,6.125,30.537,1897.752,288.431,1477.699,1145.661,65.93,129.906,75.769,4532.601,7.016,165.835
7713,444.624,49.403,7.965,3.199,110.398,30.853,0.403,3.199,1.143,0.173,30.853,4.033,0.403,6.043,30.783,1901.993,298.44,1486.871,1154.293,71.728,121.346,75.909,4571.101,12.316,158.607
7714,378.736,35.712,5.724,3.297,101.079,29.142,0.259,3.297,1.112,0.126,29.142,4.295,0.259,5.919,31.079,1904.858,299.619,1494.659,1162.875,73.387,111.356,76.049,4587.067,15.679,153.952
7715,411.262,34.024,5.893,3.255,106.071,26.718,0.256,3.255,1.124,0.135,26.718,3.97,0.256,5.911,31.237,1907.352,301.114,1500.935,1170.446,74.411,102.385,76.122,4599.95,17.301,151.767
7716,285.88,31.046,6.091,3.288,95.631,23.942,0.219,3.288,1.116,0.12,23.942,3.732,0.219,5.912,31.076,1909.725,303.904,1507.453,1177.742,75.348,93.075,76.186,4613.371,18.444,150.243
7717,291.893,31.396,4.839,3.55,97.764,20.662,0.127,3.55,1.087,0.079,20.662,4.311,0.127,5.746,31.051,1909.759,291.071,1514.396,1185.946,76.374,77.177,76.32,4610.492,20.324,147.554
7718,240.337,41.592,5.062,3.68,96.006,17.961,0.112,3.68,1.047,0.06,17.961,4.913,0.112,5.512,31.426,1909.133,272.423,1520.167,1193.574,77.013,60.381,76.457,4599.419,21.806,145.287
7719,169.899,19.941,4.407,3.774,88.165,16.627,0.106,3.774,1.009,0.051,16.627,4.939,0.106,5.375,31.826,1908.149,253.712,1523.751,1199.575,77.504,45.23,76.538,4585.315,22.736,143.828
7720,303.09,30.785,5.369,4.059,98.373,13.762,0.091,4.059,0.97,0.042,13.762,5.458,0.091,5.157,32.193,1906.181,230.045,1527.762,1204.672,78.177,28.432,76.673,4565.498,24.616,140.945
7721,123.478,27.18,5.963,4.312,87.057,10.872,0.11,4.312,0.889,0.029,10.872,6.532,0.11,4.861,32.787,1904.473,207.169,1531.301,1207.284,78.71,15.527,76.868,4545.832,26.116,138.527
7722,157.01,19.131,5.307,4.621,86.467,8.354,0.146,4.621,0.806,0.021,8.354,7.605,0.146,4.576,33.548,1902.355,183.1,1533.126,1205.777,79.243,7.885,77.072,4522.963,27.393,136.415
7723,222.521,29.036,5.305,4.757,92.775,6.503,0.216,4.757,0.738,0.018,6.503,7.828,0.216,4.415,34.378,1900.44,163.348,1531.578,1201.094,79.614,5.692,77.192,4500.669,27.848,135.534
7724,348.633,32.563,5.825,5.347,107.203,3.643,0.321,5.347,0.664,0.012,3.643,9.583,0.321,4.044,35.114,1897.564,140.693,1532.673,1194.609,80.414,2.205,77.477,4475.915,30.517,131.361
7725,384.114,36.604,5.872,4.959,114.885,3.626,0.403,4.959,0.644,0.018,3.626,8.797,0.403,4.073,36.031,1897.142,132.744,1525.979,1188.506,80.064,5.764,77.388,4459.719,28.392,134.161
7726,320.512,35.938,7.622,4.832,109.746,4.879,0.313,4.832,0.658,0.021,4.879,7.14,0.313,4.266,36.416,1898.016,134.816,1519.766,1186.191,79.897,6.439,77.344,4455.06,25.961,137.575
7727,433.893,48.048,6.833,4.8,116.86,5.659,0.366,4.8,0.656,0.024,5.659,6.764,0.366,4.312,36.503,1898.268,134.267,1515.919,1182.984,80.074,6.257,77.436,4449.364,25.032,138.835
7728,430.36,47.394,8.045,4.861,118.003,6.223,0.373,4.861,0.65,0.022,6.223,7.267,0.373,4.24,36.673,1898.47,132.973,1513.266,1179.665,80.438,5.719,77.615,4444.158,24.813,139.026
7729,427.098,48.473,7.837,4.84,112.427,6.7,0.409,4.84,0.642,0.02,6.7,7.895,0.409,4.166,37.051,1898.829,131.403,1510.311,1176.329,80.731,5.904,77.801,4438.818,24.443,139.4
7730,527.693,52.528,8.827,4.556,123.491,8.712,0.504,4.556,0.669,0.032,8.712,7.26,0.504,4.287,37.366,1900.543,137.275,1505.949,1174.154,80.73,8.241,77.88,4440.855,22.627,141.975
7731,534.134,58.08,7.84,4.499,136.416,10.736,0.434,4.499,0.7,0.036,10.736,6.941,0.434,4.355,37.492,1902.775,145.584,1504.568,1173.362,81.179,8.839,78.045,4449.181,21.675,143.35
7732,511.995,53.668,8.66,3.982,117.203,15.062,0.859,3.982,0.785,0.077,15.062,5.521,0.859,4.667,37.225,1907.147,164.737,1502.68,1172.996,80.801,14.78,78.088,4468.568,18.881,147.531
7733,582.69,57.745,8.083,3.924,122.206,18.571,0.56,3.924,0.854,0.092,18.571,5.023,0.56,4.923,36.456,1911.573,185.524,1505.321,1174.527,81.735,16.538,78.235,4496.051,18.209,148.818
7734,579.391,55.879,8.422,3.574,127.862,22.093,1.083,3.574,0.96,0.154,22.093,4.509,1.083,5.145,35.816,1917.122,208.891,1508.916,1176.085,81.664,22.792,78.341,4526.951,16.74,151.244
7735,455.876,50.537,8.069,3.413,113.755,25.403,0.93,3.413,1.015,0.16,25.403,4.02,0.93,5.367,34.831,1923.352,235.868,1514.65,1178.876,82.49,28.537,78.434,4566.505,15.774,152.987
7736,563.491,49.698,6.552,3.439,125.089,26.615,0.572,3.439,1.026,0.14,26.615,4.172,0.572,5.449,34.018,1927.701,251.374,1520.771,1182.543,83.834,29.275,78.568,4595.115,16.427,152.34
7737,467.398,52.035,6.497,3.366,112.426,27.223,0.59,3.366,1.05,0.14,27.223,4.203,0.59,5.543,33.546,1932.572,268.267,1527.451,1186.219,84.52,31.056,78.693,4624.231,16.732,152.109
7738,387.777,29.23,5.665,3.423,100.334,27.016,0.399,3.423,1.029,0.102,27.016,4.334,0.399,5.605,33.169,1936.089,277.497,1534.136,1190.234,85.386,30.117,78.828,4645.72,17.346,151.439
7739,435.55,38.066,5.739,3.415,102.929,24.436,0.394,3.415,1.039,0.103,24.436,4.275,0.394,5.691,32.872,1938.463,281.993,1539.865,1193.667,86.017,27.907,78.937,4659.857,18.02,150.691
7740,352.689,26.891,5.634,3.413,104.937,22.309,0.391,3.413,1.038,0.097,22.309,4.127,0.391,5.686,32.523,1940.958,288.062,1546.054,1196.641,86.595,26.668,79.034,4675.734,18.394,150.317
7741,321.161,27.085,4.921,3.564,110.04,19.203,0.284,3.564,1.012,0.07,19.203,4.382,0.284,5.604,32.243,1941.984,284.628,1552.069,1199.454,87.358,22.182,79.16,4681.438,19.343,149.046
7742,285.581,25.098,4.805,3.747,98.836,16.098,0.252,3.747,0.975,0.052,16.098,4.885,0.252,5.483,32.259,1941.857,272.241,1557.779,1201.205,87.999,16.59,79.315,4677.061,20.57,147.257
7743,207.787,16.248,3.491,3.919,89.696,13.168,0.26,3.919,0.934,0.041,13.168,5.307,0.26,5.326,32.479,1940.955,255.89,1562.477,1201.156,88.501,12.111,79.469,4666.792,21.618,145.621
7744,240.22,26.894,5.015,4.045,96.23,10.343,0.301,4.045,0.894,0.037,10.343,5.336,0.301,5.18,32.681,1939.322,237.854,1565.418,1199.186,88.849,9.416,79.58,4652.017,22.42,144.318
7745,205.81,19.125,4.215,4.253,92.283,8.388,0.328,4.253,0.853,0.031,8.388,5.583,0.328,5.011,32.835,1937.389,219.991,1568.182,1195.905,89.347,6.998,79.714,4636.393,23.506,142.642
7746,184.128,23.289,5.092,4.493,87.861,6.24,0.363,4.493,0.803,0.024,6.24,6.212,0.363,4.815,33.163,1935.066,199.528,1570.454,1191.353,89.809,5.284,79.875,4617.21,24.67,140.827
7747,196.645,33.957,5.134,4.847,93.032,4.082,0.413,4.847,0.746,0.019,4.082,7.285,0.413,4.566,33.714,1932.318,176.558,1572.372,1185.564,90.352,3.651,80.06,4594.435,26.248,138.305
7748,304.206,36.355,6.055,5.079,101.858,2.81,0.494,5.079,0.694,0.016,2.81,8.099,0.494,4.366,34.461,1929.798,155.791,1572.062,1179.039,90.692,3.418,80.16,4571.164,27.197,136.654
7749,368.349,42.433,7.025,5.018,109.281,2.962,0.489,5.018,0.663,0.018,2.962,7.899,0.489,4.329,35.243,1928.34,143.507,1568.247,1173.733,90.773,4.405,80.142,4553.511,26.597,137.28
7750,280.914,42.708,7.735,5.099,102.79,3.117,0.425,5.099,0.638,0.016,3.117,8.13,0.425,4.233,35.895,1927.141,134.578,1564.61,1169.342,91.057,4.198,80.211,4539.393,26.405,137.319
7751,490.432,44.395,6.881,5.158,124.445,3.093,0.46,5.158,0.611,0.015,3.093,8.692,0.46,4.079,36.557,1925.824,125.685,1560.443,1164.507,91.322,4.17,80.301,4524.301,26.451,137.019
7752,481.528,50.902,8.761,4.699,124.555,4.965,0.555,4.699,0.627,0.025,4.965,7.744,0.555,4.185,37.128,1926.558,129.12,1553.314,1161.554,91.001,7.329,80.275,4520.182,24.002,140.463
7753,531.001,51.916,8.11,0.19,127.526,11.088,1.313,0.19,0.704,0.132,11.088,1.47,1.313,4.955,39.475,1927.903,146.269,1542.392,1158.614,90.112,13.511,79.492,4522.844,21.28,144.319
7754,495.987,56.244,8.276,0.132,119.219,17.316,6.748,0.132,0.989,0.477,17.316,0.129,6.748,5.362,38.109,1929.597,167.254,1524.445,1152.955,83.287,35.567,78.804,4512.262,13.805,154.879
7755,567.355,58.823,8.305,0.117,133.588,23.637,13.726,0.117,1.103,0.599,23.637,0.096,13.726,5.677,36.005,1931.429,189.093,1505.814,1147.074,74.673,62.31,78.111,4498.395,7.02,164.508
7756,581.707,55.941,7.746,0.104,123.602,30.154,23.006,0.104,1.272,0.867,30.154,0.072,23.006,5.914,33.952,1934.408,216.615,1487.952,1140.674,63.895,93.893,77.397,4484.275,4.209,168.661
7757,473.264,51.339,9.512,0.092,116.112,36.401,33.778,0.092,1.472,1.266,36.401,0.053,33.778,6.115,31.678,1938.429,252.412,1471.158,1133.141,50.076,132.362,76.633,4470.907,2.91,170.864
7758,582.985,44.472,8.226,0.085,119.126,40.718,41.821,0.085,1.637,1.639,40.718,0.044,41.821,6.26,29.638,1941.655,287.251,1455.673,1125.277,36.937,169.016,75.849,4457.883,2.361,172.008
7759,625.703,49.679,7.747,2.968,129.237,36.019,20.949,2.968,1.228,0.297,36.019,3.781,20.949,6.103,29.082,1945.22,297.481,1468.57,1137.596,52.045,153.693,76.262,4530.58,3.564,170.484
7760,437.873,40.053,6.488,2.941,111.381,33.304,7.874,2.941,1.204,0.245,33.304,4.183,7.874,6.055,29.931,1949.352,311.521,1478.978,1146.396,62.209,146.352,76.416,4589.227,6.085,167.131
7761,344.181,36.733,6.33,3.05,105.955,30.537,0.569,3.05,1.167,0.174,30.537,3.81,0.569,6.059,30.383,1951.629,320.283,1487.398,1154.445,69.645,138.655,76.502,4630.144,10.842,160.71
7762,356.696,38.708,6.484,3.203,108.161,27.605,0.249,3.203,1.156,0.139,27.605,3.715,0.249,5.987,30.393,1951.67,319.945,1494.865,1162.506,71.587,127.365,76.579,4641.88,15.253,154.714
7763,398.023,34.217,4.903,3.192,105.034,25.406,0.239,3.192,1.174,0.152,25.406,3.597,0.239,5.946,30.345,1951.661,321.126,1501.869,1170.151,72.903,116.26,76.638,4652.794,17.686,151.494
7764,334.149,27.051,5.413,3.301,100.592,22.575,0.189,3.301,1.153,0.125,22.575,3.85,0.189,5.851,30.357,1951.68,320.748,1509.983,1178.203,73.766,104.773,76.735,4662.486,19.211,149.397
7765,224.323,33.623,4.671,3.402,91.977,19.369,0.153,3.402,1.113,0.091,19.369,4.159,0.153,5.767,30.572,1950.501,310.553,1516.984,1186.224,74.375,91.535,76.835,4661.16,20.118,148.06
7766,210.994,16.135,4.243,3.503,92.941,16.955,0.125,3.503,1.088,0.077,16.955,4.157,0.125,5.68,30.754,1947.761,293.373,1522.19,1193.46,74.96,76.41,76.895,4649.746,21.15,146.489
7767,128.993,17.003,4.904,3.749,89.284,13.034,0.09,3.749,1.063,0.058,13.034,4.476,0.09,5.531,30.93,1944.244,270.373,1527.298,1200.462,75.656,58.163,76.977,4631.235,22.986,143.755
7768,217.719,24.967,4.394,3.903,95.828,9.649,0.091,3.903,1.009,0.052,9.649,4.692,0.091,5.385,31.229,1940.893,244.272,1530.573,1205.921,76.289,40.617,77.028,4607.748,24.588,141.333
7769,99.144,28.717,6.282,4.354,87.98,6.754,0.074,4.354,0.958,0.033,6.754,5.762,0.074,5.096,31.665,1937.304,216.524,1535.255,1210.65,77.028,22.338,77.169,4583.025,26.919,137.766
7770,212.315,31.941,4.895,4.638,91.5,4.591,0.116,4.638,0.842,0.025,4.591,7.013,0.116,4.789,32.375,1934.192,188.46,1537.647,1210.894,77.562,10.921,77.303,4556.039,28.496,135.217
7771,174.379,35.908,5.699,4.684,90.228,4.428,0.18,4.684,0.769,0.022,4.428,6.807,0.18,4.714,33.184,1931.826,170.051,1535.161,1207.514,77.679,8.209,77.303,4533.946,27.956,135.775
7772,268.425,32.012,5.593,4.824,98.871,4.739,0.23,4.824,0.719,0.021,4.739,6.697,0.23,4.641,33.736,1929.142,155.073,1532.493,1203.384,77.955,5.79,77.36,4513.942,27.843,135.758
7773,350.118,46.593,6.921,4.905,107.246,4.765,0.312,4.905,0.68,0.02,4.765,7.027,0.312,4.499,34.224,1926.636,143.874,1529.73,1198.305,78.2,4.967,77.472,4496.853,27.77,135.678
7774,349.198,37.643,6.875,4.873,112.185,5.392,0.36,4.873,0.662,0.02,5.392,7.239,0.36,4.397,34.733,1924.835,138.696,1526.272,1193.62,78.337,5.153,77.584,4485.116,26.994,136.626
7775,413.14,48.935,7.475,4.807,113.116,6.204,0.386,4.807,0.659,0.022,6.204,7.27,0.386,4.352,35.217,1923.512,136.932,1522.648,1189.671,78.456,5.665,77.703,4477.135,25.896,138.076
7776,458.203,45.291,8.215,4.969,116.864,6.109,0.36,4.969,0.643,0.018,6.109,8.17,0.36,4.198,35.764,1921.957,132.319,1520.744,1185.875,78.907,4.663,77.931,4468.192,26.049,137.674
7777,465.215,54.262,9.776,4.534,123.878,7.949,0.557,4.534,0.667,0.031,7.949,7.449,0.557,4.315,36.351,1922.147,137.864,1515.695,1182.988,78.589,8.422,77.982,4467.68,23.45,141.328
7778,470.616,52.744,9.097,4.359,123.143,11.135,0.47,4.359,0.713,0.041,11.135,6.352,0.47,4.482,36.452,1922.869,149.993,1513.269,1182.561,78.952,10.086,78.071,4478.031,21.332,144.476
7779,441.304,51.504,8.385,4.421,112.641,12.734,0.397,4.421,0.723,0.035,12.734,6.66,0.397,4.471,36.495,1922.794,155.339,1513.299,1181.976,79.719,9.148,78.292,4483.694,21.177,144.727
7780,559.308,63.434,7.934,4.33,126.349,14.01,0.493,4.33,0.734,0.041,14.01,6.937,0.493,4.472,36.734,1922.762,158.435,1512.876,1181.006,80.159,9.911,78.495,4486.983,20.77,145.313
7781,616.395,43.29,7.207,3.946,123.919,17.472,0.785,3.946,0.817,0.083,17.472,5.79,0.785,4.699,36.802,1924.807,175.851,1512.768,1181.149,80.047,15.055,78.581,4505.459,18.699,148.432
7782,641.354,56.072,7.868,3.75,128.947,19.455,0.721,3.75,0.912,0.117,19.455,5.064,0.721,4.906,36.386,1928.184,203.53,1516.68,1182.962,80.449,19.407,78.712,4538.675,17.505,150.37
7783,410.39,44.651,5.049,3.487,103.247,21.851,0.894,3.487,0.984,0.138,21.851,4.461,0.894,5.119,35.746,1931.859,232.048,1521.672,1185.31,80.596,25.59,78.812,4574.501,16.265,152.412
7784,426.347,43.266,8.535,3.501,110.22,22.844,0.5,3.501,0.988,0.111,22.844,4.27,0.5,5.324,34.841,1932.685,246.125,1526.885,1188.485,81.591,26.539,78.923,4597.204,16.742,152.028
7785,468.921,43.861,7.317,3.576,116.355,22.476,0.399,3.576,0.98,0.092,22.476,4.604,0.399,5.384,34.271,1932.587,251.843,1532.546,1191.839,82.722,24.19,79.079,4611.701,17.762,150.792
7786,495.331,41.509,6.398,3.521,117.954,22.177,0.471,3.521,0.998,0.1,22.177,4.652,0.471,5.432,33.998,1933.178,260.379,1537.998,1194.597,83.434,23.593,79.215,4628.082,18.005,150.631
7787,295.907,43.717,4.86,3.497,97.05,21.977,0.425,3.497,0.998,0.087,21.977,4.488,0.425,5.468,33.679,1933.746,269.982,1543.804,1197.248,84.036,23.775,79.331,4645.62,18.008,150.77
7788,317.866,29.359,4.976,3.585,99.216,21.568,0.318,3.585,0.981,0.069,21.568,4.478,0.318,5.461,33.26,1931.845,267.045,1548.61,1199.505,84.726,20.598,79.444,4648.512,18.849,149.669
7789,285.471,23.923,4.776,3.647,97.779,19.383,0.32,3.647,0.967,0.064,19.383,4.437,0.32,5.393,32.864,1929.303,262.8,1552.841,1200.593,85.322,17.321,79.546,4647.963,19.821,148.403
7790,212.295,19.099,5.139,3.901,94.716,15.843,0.255,3.901,0.931,0.044,15.843,4.974,0.255,5.277,32.672,1926.143,251.089,1557.741,1200.819,86.066,12.363,79.71,4640.363,21.321,146.265
7791,212.385,21.56,4.792,4.04,89.866,12.444,0.307,4.04,0.885,0.036,12.444,5.373,0.307,5.146,32.783,1922.984,233.414,1560.961,1198.871,86.604,9.216,79.858,4625.381,22.379,144.723
7792,188.327,18.228,4.907,4.298,88.911,9.463,0.32,4.298,0.839,0.028,9.463,5.877,0.32,4.958,32.99,1919.695,214.126,1563.864,1195.422,87.235,6.406,80.028,4607.776,23.732,142.683
7793,131.368,24.399,5.631,4.529,87.065,6.768,0.373,4.529,0.785,0.021,6.768,6.556,0.373,4.77,33.403,1916.575,192.882,1565.739,1190.391,87.784,4.759,80.206,4586.875,24.993,140.689
7794,318.165,32.551,3.965,5.038,101.487,3.876,0.47,5.038,0.719,0.015,3.876,8.248,0.47,4.416,34.023,1913.158,166.777,1568.537,1183.551,88.552,2.482,80.473,4561.059,27.513,136.776
7795,259.212,26.885,5.542,5.133,100.885,2.528,0.556,5.133,0.674,0.015,2.528,8.865,0.556,4.218,34.913,1910.657,148.451,1566.999,1176.466,88.698,3.519,80.519,4538.359,27.804,136.031
7796,253.038,34.272,6.063,5.473,96.271,1.692,0.446,5.473,0.642,0.013,1.692,8.967,0.446,4.094,35.799,1908.102,133.942,1564.248,1170.792,89.109,2.927,80.491,4518.347,28.41,134.847
7797,377.756,41.811,6.58,5.195,112.204,2.192,0.487,5.195,0.619,0.017,2.192,8.092,0.487,4.139,36.57,1906.269,126.38,1557.614,1165.661,88.948,4.847,80.323,4501.503,27.097,136.472
7798,345.024,42.698,7.555,4.941,108.853,3.451,0.418,4.941,0.621,0.02,3.451,7.266,0.418,4.224,36.925,1904.839,126.397,1550.447,1162.706,88.86,5.973,80.287,4492.346,25.244,138.977
7799,463.156,40.227,6.938,4.899,123.908,4.327,0.406,4.899,0.621,0.021,4.327,7.352,0.406,4.202,37.112,1903.135,126.222,1545.429,1159.759,89.07,5.866,80.38,4484.638,24.543,139.848
7800,407.526,50.031,7.388,4.539,108.521,6.135,0.534,4.539,0.65,0.031,6.135,6.762,0.534,4.327,37.191,1902.558,133.742,1539.949,1157.502,88.89,8.508,80.421,4484.746,22.593,142.623
7801,541.188,57.297,7.881,0.18,121.579,12.249,1.479,0.18,0.752,0.172,12.249,0.954,1.479,5.07,39.144,1901.812,150.954,1529.54,1154.232,87.93,14.977,79.642,4485.778,20.528,145.602
7802,547.973,55.779,9.037,0.126,127.475,19.035,7.889,0.126,1.043,0.541,19.035,0.116,7.889,5.426,37.301,1902.105,175.165,1511.166,1147.999,79.967,39.743,78.94,4473.824,12.614,156.826
7803,497.534,56.266,7.497,0.113,131.461,25.593,15.568,0.113,1.162,0.659,25.593,0.089,15.568,5.722,35.177,1902.894,201.557,1493.257,1141.983,70.648,68.245,78.232,4461.765,6.254,165.908
7804,584.979,54.205,7.511,0.103,123.692,31.62,24.37,0.103,1.318,0.908,31.62,0.07,24.37,5.925,33.23,1903.905,228.106,1475.928,1135.607,60.152,99.216,77.513,4446.289,3.959,169.356
7805,597.609,55.613,7.428,0.094,126.673,36.767,33.397,0.094,1.473,1.189,36.767,0.057,33.397,6.05,31.466,1905.456,258.252,1460.411,1128.876,48.249,133.505,76.775,4432.094,2.911,171.0
7806,534.695,49.798,7.98,0.083,121.76,41.223,42.454,0.083,1.675,1.77,41.223,0.042,42.454,6.135,29.833,1907.606,291.555,1445.672,1121.407,34.778,170.968,76.021,4417.394,2.323,171.996
7807,448.208,45.231,7.227,2.862,110.064,37.752,23.341,2.862,1.301,0.361,37.752,3.308,23.341,6.037,29.122,1909.632,305.348,1458.219,1132.31,47.374,160.742,76.362,4485.126,3.353,170.872
7808,414.075,52.808,8.167,2.932,108.426,35.05,8.168,2.932,1.202,0.232,35.05,3.721,8.168,6.103,29.547,1909.918,316.082,1468.531,1140.948,58.878,150.501,76.492,4540.882,5.929,167.603
7809,430.973,35.549,7.262,3.104,123.816,33.052,0.46,3.104,1.184,0.184,33.052,3.922,0.46,6.026,29.978,1909.34,319.669,1477.74,1149.749,67.094,139.203,76.624,4577.222,11.309,160.218
7810,410.2,37.087,6.113,3.156,102.31,29.739,0.315,3.156,1.19,0.174,29.739,3.902,0.315,5.922,30.304,1908.847,322.457,1486.43,1157.943,68.861,130.498,76.725,4593.288,15.125,154.978
7811,218.001,29.238,5.282,3.215,92.256,26.505,0.233,3.215,1.152,0.129,26.505,3.785,0.233,5.911,30.441,1907.695,323.216,1494.236,1165.79,70.107,121.438,76.802,4605.083,17.132,152.316
7812,347.849,23.864,4.933,3.276,102.025,22.756,0.185,3.276,1.153,0.129,22.756,3.625,0.185,5.908,30.339,1904.832,313.702,1500.255,1173.266,71.16,108.293,76.845,4602.863,19.019,149.793
7813,298.883,32.784,4.982,3.506,99.925,18.486,0.129,3.506,1.121,0.094,18.486,4.264,0.129,5.732,30.446,1902.046,302.298,1508.396,1181.858,71.998,92.607,76.979,4599.866,20.894,147.087
7814,329.37,21.263,5.364,3.526,103.024,15.67,0.139,3.526,1.077,0.08,15.67,4.651,0.139,5.588,30.917,1899.455,288.221,1514.436,1189.74,72.352,78.28,77.086,4592.223,21.408,146.256
7815,208.774,33.6,6.067,3.672,93.66,12.904,0.114,3.672,1.055,0.063,12.904,4.792,0.114,5.425,31.344,1896.9,275.426,1519.905,1197.147,72.839,63.133,77.177,4584.486,22.039,145.244
7816,194.058,25.269,4.897,3.873,92.581,10.941,0.094,3.873,1.023,0.05,10.941,5.192,0.094,5.184,31.787,1893.969,254.287,1524.791,1203.865,73.489,45.873,77.278,4568.015,23.264,143.324
7817,232.071,20.522,2.631,4.074,90.602,8.919,0.093,4.074,0.97,0.041,8.919,5.621,0.093,4.926,32.304,1891.012,230.724,1528.435,1208.883,74.035,29.943,77.375,4547.47,24.608,141.239
7818,152.075,24.969,4.583,4.278,87.155,6.856,0.108,4.278,0.904,0.033,6.856,5.896,0.108,4.737,32.832,1888.2,209.946,1530.464,1211.334,74.319,18.276,77.451,4527.203,25.528,139.724
7819,249.938,29.161,5.763,4.48,95.148,5.528,0.148,4.48,0.837,0.03,5.528,5.963,0.148,4.635,33.274,1885.494,190.521,1530.779,1210.603,74.629,10.878,77.502,4506.368,26.209,138.572
7820,184.197,31.746,5.725,5.059,87.072,3.449,0.193,5.059,0.759,0.018,3.449,7.477,0.193,4.326,33.767,1882.136,167.157,1533.487,1207.083,75.389,4.563,77.704,4483.156,28.501,134.995
7821,272.507,39.921,5.971,5.385,97.25,1.869,0.334,5.385,0.689,0.016,1.869,8.941,0.334,4.039,34.462,1879.099,144.881,1533.702,1200.047,75.804,3.877,77.781,4458.055,29.872,132.648
7822,364.577,39.979,8.019,5.202,105.898,2.392,0.326,5.202,0.657,0.017,2.392,8.351,0.326,4.049,35.372,1877.404,134.335,1527.829,1194.982,75.723,5.215,77.643,4439.838,28.418,134.492
7823,400.568,49.956,7.842,5.394,116.281,2.305,0.316,5.394,0.629,0.015,2.305,8.613,0.316,3.954,36.118,1875.318,124.978,1523.622,1190.569,76.045,4.007,77.677,4423.605,28.407,134.267
7824,383.821,46.625,7.536,4.987,113.266,3.64,0.419,4.987,0.621,0.02,3.64,8.068,0.419,4.02,36.789,1874.398,123.69,1516.616,1186.419,75.808,6.545,77.63,4413.389,26.267,137.17
7825,502.524,50.511,8.392,4.939,120.148,5.054,0.334,4.939,0.63,0.021,5.054,7.816,0.334,4.066,37.22,1873.517,125.022,1511.374,1184.276,76.019,6.297,77.723,4408.171,24.942,138.969
7826,509.969,54.54,8.304,4.671,126.981,6.884,0.458,4.671,0.651,0.03,6.884,7.465,0.458,4.13,37.582,1873.435,130.647,1506.849,1182.029,76.004,8.24,77.82,4408.105,23.29,141.287
7827,565.433,50.293,8.929,4.554,134.981,8.993,0.42,4.554,0.683,0.036,8.993,7.164,0.42,4.165,37.797,1873.951,139.192,1504.453,1181.32,76.289,9.225,77.963,4414.311,21.946,143.197
7828,504.82,48.527,7.605,4.336,120.112,11.051,0.516,4.336,0.722,0.046,11.051,6.758,0.516,4.246,37.921,1875.172,150.37,1503.017,1181.039,76.466,11.476,78.1,4424.778,20.471,145.338
7829,524.238,54.782,7.339,3.779,119.963,15.496,0.995,3.779,0.856,0.115,15.496,4.798,0.995,4.679,37.293,1877.989,177.01,1502.09,1181.456,76.065,18.77,78.091,4451.044,17.514,149.854
7830,553.053,56.88,7.113,3.717,115.23,19.54,0.597,3.717,0.929,0.127,19.54,4.374,0.597,4.955,36.037,1880.528,204.497,1506.321,1183.606,77.116,21.541,78.212,4484.903,17.192,150.61
7831,446.212,45.029,8.058,3.456,107.783,22.926,0.882,3.456,1.002,0.155,22.926,4.062,0.882,5.154,35.086,1883.322,230.112,1510.735,1185.812,77.397,26.524,78.301,4516.801,16.48,151.975
7832,493.801,44.729,6.708,3.463,118.286,24.067,0.544,3.463,1.019,0.134,24.067,4.012,0.544,5.386,34.076,1884.975,249.644,1516.496,1188.938,78.682,27.763,78.408,4545.871,16.799,151.85
7833,391.614,48.813,6.493,3.391,98.926,24.611,0.535,3.391,1.04,0.127,24.611,3.956,0.535,5.545,33.351,1886.591,267.198,1522.244,1191.948,79.527,28.533,78.504,4571.515,17.159,151.594
