t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
7235,249.256,22.673,3.887,3.135,90.901,20.321,0.115,3.135,1.255,0.124,20.321,3.805,0.115,5.872,30.364,1859.981,243.136,1437.991,1126.181,61.876,168.274,81.647,4433.516,19.089,155.026
7236,377.994,20.806,4.142,3.35,99.803,16.361,0.088,3.35,1.232,0.112,16.361,4.249,0.088,5.729,30.4,1859.29,225.587,1448.929,1132.149,62.91,155.606,81.833,4429.97,21.636,151.494
7237,121.547,22.6,4.022,3.352,86.707,12.782,0.091,3.352,1.165,0.09,12.782,4.256,0.091,5.589,30.675,1859.623,213.39,1457.693,1137.612,63.291,146.504,81.968,4429.579,22.114,150.827
7238,157.907,23.695,3.313,3.806,87.498,9.91,0.049,3.806,1.166,0.069,9.91,4.581,0.049,5.428,30.802,1856.989,184.354,1465.378,1143.065,64.112,130.155,82.092,4409.658,24.358,147.636
7239,105.778,20.559,4.78,4.128,85.462,7.314,0.04,4.128,1.089,0.055,7.314,5.287,0.04,5.211,31.242,1853.9,153.751,1471.048,1148.309,64.885,111.997,82.216,4384.685,26.981,143.774
7240,187.076,26.658,4.23,4.468,84.743,5.018,0.034,4.468,0.997,0.046,5.018,5.847,0.034,5.015,31.827,1850.947,126.287,1473.616,1152.941,65.608,93.946,82.282,4358.724,29.23,140.334
7241,139.514,18.43,3.255,4.49,84.472,4.135,0.039,4.49,0.875,0.041,4.135,5.465,0.039,4.968,32.34,1848.72,109.317,1471.084,1156.316,65.888,80.486,82.226,4337.499,29.574,139.622
7242,220.928,23.639,5.678,5.035,90.057,2.614,0.029,5.035,0.853,0.033,2.614,5.706,0.029,4.823,32.651,1845.787,93.098,1468.921,1160.01,66.488,63.312,82.19,4315.019,31.494,136.61
7243,166.945,36.213,5.245,5.096,85.705,1.895,0.038,5.096,0.733,0.029,1.895,5.638,0.038,4.733,33.02,1843.542,82.838,1463.396,1162.646,66.816,49.337,82.024,4295.008,32.207,135.337
7244,334.97,35.05,6.065,5.337,103.032,1.769,0.035,5.337,0.692,0.024,1.769,5.82,0.035,4.622,33.296,1841.206,74.848,1457.084,1164.796,67.178,35.695,81.896,4275.848,32.812,134.196
7245,409.895,33.332,7.041,5.347,107.531,1.716,0.048,5.347,0.619,0.022,1.716,6.289,0.048,4.487,33.633,1839.435,70.497,1449.863,1166.0,67.409,24.589,81.786,4259.452,32.933,133.701
7246,376.48,36.857,6.773,4.929,111.539,2.661,0.078,4.929,0.603,0.025,2.661,6.132,0.078,4.505,33.961,1839.535,75.432,1441.364,1165.797,67.048,21.415,81.713,4253.246,30.161,137.46
7247,430.879,42.447,7.118,4.936,112.737,3.171,0.075,4.936,0.629,0.022,3.171,6.471,0.075,4.498,34.222,1839.614,80.03,1436.098,1166.107,67.062,16.735,81.788,4250.127,28.548,139.602
7248,465.737,48.65,9.248,4.792,114.264,3.839,0.103,4.792,0.631,0.024,3.839,6.891,0.103,4.483,34.615,1839.911,84.329,1431.916,1165.403,67.219,13.91,81.898,4248.421,27.446,141.038
7249,510.419,52.34,6.347,4.308,118.172,6.582,0.164,4.308,0.688,0.042,6.582,6.345,0.164,4.636,34.902,1841.931,97.412,1428.48,1164.615,67.19,16.332,82.003,4258.627,24.673,145.035
7250,517.167,49.253,6.946,3.908,118.742,10.753,0.214,3.908,0.804,0.077,10.753,5.487,0.214,4.843,34.83,1845.404,118.635,1429.438,1164.851,67.229,20.322,82.166,4282.168,22.152,148.832
7251,562.638,51.965,6.978,3.692,126.551,13.995,0.237,3.692,0.897,0.101,13.995,5.175,0.237,4.978,34.615,1849.255,138.067,1434.569,1166.047,67.525,24.473,82.399,4309.854,20.661,151.2
7252,579.456,46.651,8.668,3.589,133.135,16.017,0.233,3.589,0.949,0.104,16.017,5.374,0.233,5.04,34.553,1853.223,153.253,1441.889,1168.171,68.015,27.895,82.679,4337.178,19.793,152.636
7253,461.665,51.706,6.749,3.443,100.582,17.466,0.254,3.443,0.987,0.107,17.466,5.301,0.254,5.116,34.616,1857.332,166.531,1449.863,1170.628,68.618,32.149,82.935,4364.949,18.819,154.222
7254,458.587,54.486,6.94,3.326,119.215,19.874,0.243,3.326,1.023,0.11,19.874,4.867,0.243,5.316,34.421,1860.62,178.34,1457.863,1173.137,69.341,35.777,83.149,4390.937,18.343,155.202
7255,481.679,37.29,6.022,3.22,108.425,22.102,0.247,3.22,1.076,0.132,22.102,4.51,0.247,5.515,33.963,1863.716,190.365,1466.636,1175.678,70.196,38.586,83.356,4417.396,18.462,155.384
7256,325.632,37.184,6.264,3.282,99.811,21.054,0.188,3.282,1.061,0.098,21.054,4.706,0.188,5.595,33.608,1866.057,196.152,1476.765,1178.814,71.034,39.738,83.611,4439.115,18.949,154.956
7257,253.435,32.736,5.397,3.291,90.746,19.751,0.164,3.291,1.026,0.075,19.751,4.542,0.164,5.669,33.25,1866.157,190.993,1484.107,1181.478,71.825,38.761,83.799,4446.579,19.313,154.706
7258,315.796,27.756,5.153,3.443,100.311,17.829,0.126,3.443,1.008,0.068,17.829,4.537,0.126,5.677,32.739,1864.611,181.297,1490.674,1183.807,72.842,33.721,83.986,4446.188,20.768,152.857
7259,286.821,26.835,5.485,3.68,91.439,14.769,0.103,3.68,0.962,0.048,14.769,5.268,0.103,5.524,32.686,1863.159,168.71,1497.772,1186.174,73.705,27.125,84.254,4442.615,22.352,150.64
7260,190.864,23.539,4.669,3.825,89.264,11.96,0.1,3.825,0.9,0.034,11.96,5.793,0.1,5.378,32.988,1861.483,154.053,1502.596,1187.506,74.305,21.698,84.495,4434.407,23.132,149.464
7261,170.092,17.643,3.746,4.075,84.702,9.376,0.085,4.075,0.846,0.026,9.376,5.947,0.085,5.313,33.226,1858.866,136.954,1505.137,1187.285,74.992,15.702,84.688,4419.88,24.387,147.582
7262,143.714,25.24,4.411,4.342,84.214,6.812,0.088,4.342,0.771,0.021,6.812,6.122,0.088,5.219,33.379,1855.894,119.75,1505.653,1184.959,75.758,10.383,84.86,4401.609,26.242,144.781
7263,132.521,20.704,5.897,4.45,83.739,5.653,0.112,4.45,0.695,0.018,5.653,5.889,0.112,5.162,33.262,1853.021,106.163,1502.95,1180.407,76.501,7.584,84.964,4382.845,27.572,142.747
7264,214.944,19.609,4.886,4.833,88.801,4.033,0.133,4.833,0.628,0.014,4.033,6.404,0.133,4.993,33.105,1849.797,93.528,1500.152,1174.214,77.597,4.439,85.139,4363.569,29.804,139.416
7265,140.601,34.98,4.926,5.318,83.186,2.091,0.163,5.318,0.569,0.01,2.091,7.422,0.163,4.772,33.488,1846.631,82.144,1497.221,1166.783,78.568,3.075,85.305,4344.494,32.213,135.701
7266,213.246,26.596,4.314,5.428,91.569,1.821,0.167,5.428,0.53,0.01,1.821,7.466,0.167,4.689,34.033,1844.024,74.009,1491.19,1159.306,79.193,3.305,85.27,4325.618,33.36,133.766
7267,218.139,32.084,6.143,5.599,85.202,1.609,0.157,5.599,0.504,0.009,1.609,7.666,0.157,4.576,34.481,1841.367,68.392,1484.079,1152.351,79.711,3.102,85.265,4307.618,34.207,132.237
7268,233.398,35.798,6.71,5.526,89.681,1.77,0.156,5.526,0.491,0.01,1.77,7.618,0.156,4.518,34.938,1838.946,65.767,1475.855,1145.7,80.067,3.694,85.213,4291.579,34.311,131.809
7269,392.639,38.485,6.801,5.335,108.536,2.324,0.15,5.335,0.497,0.012,2.324,7.556,0.15,4.497,35.251,1836.827,66.324,1467.274,1140.097,80.242,4.489,85.223,4278.88,33.379,132.928
7270,369.822,44.916,7.089,4.98,99.624,3.421,0.156,4.98,0.532,0.016,3.421,7.369,0.156,4.502,35.474,1835.72,72.354,1459.764,1135.916,80.142,6.497,85.294,4273.772,31.191,135.893
7271,446.734,42.292,9.234,4.886,115.098,4.301,0.137,4.886,0.568,0.016,4.301,7.697,0.137,4.423,35.714,1834.813,78.286,1454.995,1132.966,80.228,6.941,85.482,4271.852,29.568,138.062
7272,399.848,51.354,8.186,4.404,105.203,6.246,0.194,4.404,0.621,0.028,6.246,7.213,0.194,4.486,35.94,1835.044,89.107,1450.793,1130.662,80.159,10.234,85.62,4277.337,26.75,142.053
7273,465.199,42.213,8.587,0.159,115.312,13.508,0.925,0.159,0.765,0.19,13.508,0.868,0.925,5.319,37.71,1835.376,110.297,1441.969,1126.911,79.456,20.076,84.816,4286.612,23.245,147.097
7274,556.085,44.844,7.839,0.121,130.807,19.145,5.423,0.121,1.059,0.506,19.145,0.138,5.423,5.705,35.877,1835.82,132.63,1426.206,1120.248,73.692,45.234,84.132,4282.664,15.371,158.262
7275,651.776,58.52,7.612,0.096,136.85,25.642,15.934,0.096,1.432,1.127,25.642,0.077,15.934,6.018,33.314,1838.966,168.194,1409.716,1112.238,61.168,85.123,83.385,4276.155,7.006,170.326
7276,422.202,42.924,7.904,0.086,109.269,32.935,28.553,0.086,1.688,1.52,32.935,0.058,28.553,6.196,30.839,1843.279,212.777,1396.133,1103.446,45.691,131.835,82.579,4271.742,3.581,175.494
7277,491.7,37.219,7.087,0.084,124.549,36.469,36.389,0.084,1.775,1.588,36.469,0.056,36.389,6.349,29.224,1844.482,235.935,1383.468,1095.428,33.682,170.443,81.814,4255.707,2.72,176.977
7278,493.945,37.272,6.748,0.066,121.202,38.239,43.756,0.066,2.178,3.487,38.239,0.032,43.756,6.478,27.496,1846.488,266.419,1371.114,1085.936,19.622,211.858,80.996,4239.678,2.323,177.939
7279,407.311,46.994,6.64,2.434,101.852,32.488,18.02,2.434,1.6,0.523,32.488,3.143,18.02,6.377,27.308,1848.775,278.787,1393.687,1093.353,36.951,203.007,81.383,4328.488,3.942,176.139
7280,436.92,26.847,5.527,2.662,108.041,29.175,0.783,2.662,1.395,0.27,29.175,3.854,0.783,6.364,28.183,1849.224,283.365,1410.791,1099.873,51.988,194.573,81.643,4395.693,8.76,169.751
7281,307.53,26.575,5.551,2.963,98.731,24.1,0.189,2.963,1.347,0.182,24.1,4.31,0.189,6.122,29.083,1849.036,277.326,1426.476,1106.266,54.093,188.945,81.892,4412.417,14.425,161.964
7282,312.245,20.49,5.039,3.093,98.027,19.357,0.136,3.093,1.299,0.144,19.357,4.416,0.136,5.945,29.834,1847.2,262.056,1439.876,1112.439,55.537,181.155,82.098,4416.211,17.59,157.629
7283,236.918,22.616,5.274,3.172,89.984,15.053,0.118,3.172,1.257,0.126,15.053,4.266,0.118,5.826,30.326,1844.76,246.154,1451.518,1118.224,56.606,172.821,82.257,4416.099,19.5,155.083
7284,286.008,19.376,3.975,3.272,95.051,11.75,0.104,3.272,1.225,0.122,11.75,4.129,0.104,5.779,30.534,1841.582,228.214,1461.595,1123.781,57.55,162.801,82.384,4410.952,21.031,153.022
7285,165.304,17.599,2.911,3.498,88.461,8.591,0.079,3.498,1.173,0.091,8.591,4.352,0.079,5.685,30.713,1838.428,208.719,1471.098,1129.61,58.206,151.433,82.522,4402.575,22.384,151.059
7286,163.721,27.695,4.0,3.84,86.126,5.981,0.055,3.84,1.134,0.072,5.981,4.701,0.055,5.501,31.002,1835.225,181.145,1478.427,1135.246,58.809,136.208,82.619,4383.156,24.265,148.273
7287,221.339,14.331,4.563,3.951,89.02,4.907,0.056,3.951,1.043,0.069,4.907,4.617,0.056,5.391,31.287,1832.256,157.384,1482.215,1140.026,59.346,121.864,82.635,4363.294,25.57,146.297
7288,130.589,20.895,5.149,4.412,84.819,2.915,0.042,4.412,1.003,0.054,2.915,4.952,0.042,5.219,31.538,1829.066,136.298,1485.623,1145.309,60.021,105.159,82.652,4344.154,27.223,143.721
7289,201.814,25.404,4.369,4.625,85.699,1.979,0.046,4.625,0.902,0.049,1.979,4.786,0.046,5.133,31.847,1826.337,117.052,1485.147,1149.484,60.497,90.146,82.508,4322.81,28.053,142.296
7290,136.952,22.665,5.577,5.014,83.653,1.465,0.039,5.014,0.848,0.041,1.465,4.882,0.039,5.013,32.041,1823.439,100.855,1483.239,1153.631,61.036,74.072,82.349,4301.635,29.261,140.267
7291,209.191,33.138,6.415,5.12,90.782,1.359,0.044,5.12,0.751,0.036,1.359,4.888,0.044,4.929,32.243,1820.856,87.82,1478.27,1156.845,61.404,59.805,82.116,4280.225,29.778,139.215
7292,323.431,33.181,6.63,5.221,92.798,1.458,0.044,5.221,0.693,0.031,1.458,5.172,0.044,4.82,32.421,1818.334,79.293,1471.757,1159.643,61.793,46.267,81.945,4261.152,30.116,138.453
7293,301.456,40.78,6.073,5.169,100.515,1.679,0.054,5.169,0.64,0.027,1.679,5.622,0.054,4.718,32.683,1816.112,75.639,1464.579,1161.972,62.015,35.208,81.822,4246.214,29.781,138.651
7294,368.609,42.384,6.563,5.116,111.615,2.116,0.058,5.116,0.62,0.024,2.116,6.164,0.058,4.621,33.041,1814.082,74.62,1457.465,1163.562,62.161,26.378,81.777,4234.112,29.097,139.36
7295,461.661,36.807,7.651,4.639,117.773,3.793,0.095,4.639,0.623,0.033,3.793,6.07,0.095,4.661,33.423,1813.09,80.964,1449.908,1163.882,62.035,23.646,81.777,4230.362,26.877,142.373
7296,445.364,54.583,8.694,4.648,118.049,4.576,0.09,4.648,0.66,0.031,4.576,6.533,0.09,4.604,33.8,1812.334,87.861,1446.814,1165.165,62.343,19.254,81.946,4232.17,25.887,143.686
7297,541.874,59.634,7.778,4.488,119.123,5.81,0.123,4.488,0.667,0.034,5.81,7.061,0.123,4.512,34.362,1811.929,92.644,1444.657,1165.69,62.658,17.092,82.142,4234.207,24.882,145.015
7298,529.604,49.946,7.686,3.872,121.274,10.613,0.236,3.872,0.779,0.078,10.613,5.831,0.236,4.713,34.741,1813.774,113.833,1443.525,1165.904,62.594,22.746,82.25,4255.418,21.705,149.67
7299,546.348,46.128,6.795,3.625,120.356,14.579,0.239,3.625,0.915,0.114,14.579,5.019,0.239,4.942,34.535,1816.14,140.53,1448.598,1167.336,63.114,26.962,82.452,4288.439,20.17,152.184
7300,579.844,55.492,7.247,3.74,127.97,15.2,0.166,3.74,0.926,0.083,15.2,5.868,0.166,4.86,34.566,1817.503,150.437,1456.863,1170.157,63.838,26.991,82.799,4309.671,20.322,152.166
7301,517.226,54.738,6.702,3.482,114.289,16.925,0.256,3.482,0.96,0.103,16.925,5.783,0.256,4.903,34.961,1819.591,160.867,1463.49,1172.408,64.082,31.166,83.047,4331.23,19.158,153.996
7302,549.147,42.107,6.799,3.461,118.827,18.762,0.201,3.461,1.0,0.101,18.762,5.544,0.201,5.028,35.075,1821.464,172.794,1472.125,1175.351,64.739,33.422,83.308,4355.982,18.888,154.536
7303,482.152,38.081,5.336,3.318,115.426,18.957,0.234,3.318,1.036,0.112,18.957,5.267,0.234,5.141,35.104,1823.428,184.496,1480.939,1178.166,65.268,36.644,83.549,4380.885,18.533,155.219
7304,369.644,34.636,5.649,3.505,106.647,17.359,0.141,3.505,1.015,0.071,17.359,5.715,0.141,5.138,35.094,1823.95,185.022,1491.011,1181.829,66.011,34.859,83.856,4395.426,19.37,154.17
7305,413.364,23.304,4.74,3.348,102.267,15.93,0.191,3.348,1.006,0.085,15.93,5.262,0.191,5.255,35.101,1823.705,183.146,1497.663,1184.314,66.387,35.693,84.044,4404.18,19.18,154.597
7306,317.636,25.8,5.607,3.458,88.747,13.206,0.146,3.458,1.009,0.074,13.206,5.001,0.146,5.292,34.72,1822.951,184.01,1505.691,1187.037,67.057,34.256,84.252,4415.266,19.844,153.772
7307,243.161,31.666,4.069,3.516,93.427,11.157,0.134,3.516,0.977,0.059,11.157,4.937,0.134,5.344,34.347,1821.02,177.686,1512.014,1189.278,67.691,31.519,84.432,4417.236,20.452,153.049
7308,239.897,20.593,4.001,3.845,90.573,9.476,0.089,3.845,0.94,0.039,9.476,5.442,0.089,5.249,34.103,1818.073,161.23,1518.042,1191.266,68.488,24.348,84.653,4407.582,22.244,150.471
7309,252.95,15.055,4.418,3.939,90.377,7.32,0.104,3.939,0.869,0.036,7.32,5.626,0.104,5.145,34.131,1815.352,145.92,1521.123,1191.615,69.026,19.397,84.818,4395.491,23.351,148.792
7310,203.26,21.51,3.906,4.245,84.359,4.755,0.095,4.245,0.823,0.028,4.755,5.733,0.095,5.023,34.113,1812.499,132.727,1523.389,1191.047,69.634,14.645,84.958,4383.582,24.52,146.984
7311,264.297,16.751,5.858,4.351,92.833,3.469,0.121,4.351,0.769,0.03,3.469,5.401,0.121,4.992,34.02,1809.893,122.212,1522.945,1188.828,70.089,12.341,84.992,4371.11,25.06,146.092
7312,234.203,21.058,5.127,4.567,92.191,2.505,0.129,4.567,0.744,0.028,2.505,5.104,0.129,4.996,33.725,1807.108,116.226,1522.098,1186.004,70.715,10.473,84.989,4361.777,25.489,145.312
7313,224.08,18.09,4.837,4.892,89.722,1.781,0.131,4.892,0.709,0.023,1.781,5.208,0.131,4.952,33.563,1804.283,107.595,1520.947,1182.38,71.392,8.351,84.954,4349.142,26.312,143.863
7314,175.979,22.408,5.462,5.391,87.902,1.073,0.136,5.391,0.662,0.019,1.073,5.511,0.136,4.873,33.629,1801.453,95.637,1518.992,1177.663,72.108,6.23,84.839,4332.036,27.724,141.503
7315,253.693,34.28,4.111,5.096,93.458,1.568,0.168,5.096,0.614,0.021,1.568,5.164,0.168,4.908,33.637,1799.353,88.806,1512.571,1172.393,72.349,7.491,84.633,4316.12,27.235,141.946
7316,308.218,35.527,6.947,5.653,95.479,1.135,0.13,5.653,0.58,0.014,1.135,6.324,0.13,4.686,33.698,1796.406,79.808,1508.504,1167.553,73.104,4.553,84.655,4298.785,28.978,139.147
7317,384.135,35.545,6.932,5.866,109.357,0.914,0.189,5.866,0.525,0.013,0.914,7.274,0.189,4.494,34.088,1793.634,70.614,1502.933,1160.616,73.749,4.394,84.496,4279.223,30.767,136.185
7318,426.523,43.419,6.966,5.309,110.683,1.732,0.178,5.309,0.524,0.016,1.732,7.281,0.178,4.471,34.628,1792.632,71.751,1493.245,1156.21,73.619,7.282,84.374,4268.409,28.874,138.644
7319,445.807,43.374,7.738,4.517,113.979,4.162,0.209,4.517,0.595,0.033,4.162,6.47,0.209,4.612,34.929,1793.119,84.396,1484.612,1154.506,73.134,12.387,84.386,4272.133,24.943,144.247
7320,479.641,45.074,8.076,4.459,119.894,5.634,0.147,4.459,0.65,0.031,5.634,6.71,0.147,4.581,35.082,1793.142,94.148,1482.556,1154.325,73.509,12.6,84.614,4279.483,23.717,145.96
7321,536.857,55.51,7.494,0.16,129.605,11.249,0.842,0.16,0.742,0.175,11.249,0.99,0.842,5.254,37.606,1793.47,110.116,1473.72,1150.77,73.075,21.557,83.859,4284.548,21.923,148.456
7322,476.966,54.312,8.046,0.12,122.175,17.524,5.385,0.12,1.024,0.483,17.524,0.135,5.385,5.634,36.265,1794.269,129.627,1457.27,1144.239,67.372,47.623,83.191,4278.584,14.89,158.356
7323,608.08,50.117,8.391,0.102,131.234,24.798,14.377,0.102,1.268,0.829,24.798,0.089,14.377,5.99,34.008,1796.285,156.165,1439.676,1136.526,56.693,83.716,82.485,4267.054,7.234,169.316
7324,418.726,49.297,7.787,0.089,114.496,31.634,25.602,0.089,1.565,1.31,31.634,0.062,25.602,6.213,31.485,1799.685,197.021,1424.199,1127.819,43.227,125.927,81.709,4261.316,3.928,174.326
7325,572.87,46.099,7.007,0.078,125.986,36.759,34.467,0.078,1.832,2.005,36.759,0.046,34.467,6.374,29.331,1801.644,229.426,1410.283,1118.719,30.102,166.802,80.91,4248.63,2.909,176.188
7326,471.53,45.091,6.977,0.065,129.954,40.141,41.87,0.065,2.129,3.463,40.141,0.031,41.87,6.382,27.653,1804.415,264.099,1399.2,1109.008,16.672,207.135,80.098,4238.636,2.408,177.238
7327,486.626,35.439,7.247,2.559,112.911,34.365,14.433,2.559,1.455,0.416,34.365,3.834,14.433,6.121,27.737,1806.315,261.56,1421.151,1118.421,38.056,190.702,80.629,4325.577,4.306,174.841
7328,413.122,38.924,6.383,2.869,108.21,29.53,0.324,2.869,1.322,0.225,29.53,4.563,0.324,5.99,28.986,1807.779,260.2,1437.037,1125.506,51.174,181.343,80.934,4381.375,9.844,167.32
7329,366.956,32.532,4.638,2.951,103.848,26.136,0.206,2.951,1.3,0.191,26.136,4.385,0.206,5.833,29.958,1808.492,255.485,1450.598,1131.457,52.767,177.095,81.143,4397.056,14.474,161.028
7330,331.865,25.928,5.373,3.143,97.329,22.335,0.13,3.143,1.254,0.141,22.335,4.547,0.13,5.726,30.545,1807.989,244.274,1463.815,1137.839,54.11,169.673,81.374,4404.896,17.534,156.861
7331,302.144,21.644,4.935,3.287,97.681,18.063,0.103,3.287,1.199,0.11,18.063,4.933,0.103,5.606,31.151,1806.728,226.869,1475.451,1144.428,55.083,159.666,81.61,4403.845,19.496,154.095
7332,210.144,25.187,5.147,3.412,86.418,14.166,0.087,3.412,1.146,0.088,14.166,4.998,0.087,5.52,31.701,1804.988,207.924,1484.718,1150.608,55.84,148.911,81.798,4397.816,20.71,152.299
7333,249.151,19.102,4.253,3.633,91.686,11.039,0.067,3.633,1.106,0.076,11.039,5.107,0.067,5.398,32.094,1802.419,185.379,1492.222,1156.612,56.656,135.198,81.96,4384.932,22.25,150.001
7334,127.824,16.07,3.961,3.888,85.487,7.878,0.054,3.888,1.049,0.06,7.878,5.386,0.054,5.235,32.495,1799.774,162.496,1498.026,1162.47,57.333,120.289,82.106,4368.822,23.798,147.622
7335,174.739,18.037,3.398,4.161,84.913,5.276,0.044,4.161,0.993,0.053,5.276,5.248,0.044,5.137,32.815,1797.224,139.333,1500.247,1167.185,57.954,104.933,82.144,4347.78,25.339,145.254
7336,221.926,24.86,4.054,4.483,88.289,3.349,0.04,4.483,0.929,0.048,3.349,5.162,0.04,5.027,32.993,1794.527,120.409,1500.573,1171.485,58.627,88.517,82.121,4327.01,27.367,142.203
7337,247.201,16.535,5.623,4.799,91.039,2.064,0.04,4.799,0.851,0.041,2.064,5.343,0.04,4.881,33.208,1791.869,105.409,1499.38,1175.823,59.131,72.476,82.05,4307.658,28.809,139.885
7338,248.835,25.508,5.35,5.025,92.081,1.358,0.046,5.025,0.781,0.037,1.358,5.14,0.046,4.832,33.418,1789.613,95.279,1495.674,1179.364,59.403,58.932,81.851,4290.4,29.061,139.239
7339,243.224,35.795,5.599,5.436,90.74,0.907,0.042,5.436,0.744,0.03,0.907,5.159,0.042,4.77,33.572,1787.203,85.188,1491.486,1182.636,59.785,44.602,81.598,4271.979,29.763,137.906
7340,348.645,34.235,6.99,5.222,106.297,1.275,0.061,5.222,0.651,0.029,1.275,5.216,0.061,4.731,33.693,1785.388,79.259,1484.166,1184.36,59.831,34.804,81.345,4255.148,29.089,138.555
7341,317.201,40.318,7.314,5.074,103.86,1.832,0.066,5.074,0.63,0.026,1.832,5.618,0.066,4.663,33.8,1784.247,78.459,1476.255,1185.49,59.841,27.604,81.26,4243.543,27.74,140.221
7342,481.112,47.82,6.528,5.346,119.047,1.669,0.06,5.346,0.613,0.02,1.669,6.629,0.06,4.484,34.082,1782.688,74.62,1470.583,1186.431,60.334,17.988,81.267,4230.527,28.297,139.124
7343,433.351,50.197,8.157,4.709,105.773,3.419,0.124,4.709,0.599,0.031,3.419,6.56,0.124,4.495,34.507,1783.095,80.225,1462.518,1185.106,60.194,18.383,81.237,4227.136,26.089,142.126
7344,398.302,46.638,6.527,4.67,109.515,5.085,0.098,4.67,0.638,0.026,5.085,6.94,0.098,4.447,34.887,1783.685,86.556,1458.661,1185.51,60.475,16.086,81.424,4229.361,24.85,143.808
7345,443.015,49.62,8.072,4.432,117.013,6.876,0.133,4.432,0.652,0.031,6.876,6.987,0.133,4.447,35.312,1784.369,91.984,1455.169,1185.05,60.747,15.681,81.598,4231.598,23.76,145.317
7346,521.176,54.867,8.02,4.074,124.274,10.344,0.183,4.074,0.729,0.056,10.344,6.047,0.183,4.631,35.404,1786.392,106.22,1453.318,1184.785,61.099,17.957,81.742,4245.429,22.082,147.905
7347,531.851,54.488,8.458,3.771,118.671,14.456,0.236,3.771,0.839,0.091,14.456,5.298,0.236,4.806,35.178,1789.87,127.065,1456.117,1185.185,61.683,21.476,81.947,4271.623,20.708,150.168
7348,615.55,48.239,7.739,3.58,135.977,17.529,0.256,3.58,0.929,0.113,17.529,5.123,0.256,4.92,34.897,1794.058,147.548,1462.144,1186.442,62.394,25.596,82.2,4302.467,19.673,151.99
7349,450.668,45.893,7.013,3.441,112.941,19.072,0.247,3.441,0.984,0.109,19.072,5.064,0.247,5.045,34.706,1798.866,167.263,1469.977,1188.373,63.083,29.937,82.456,4335.424,18.88,153.502
7350,475.677,44.093,6.672,3.259,113.033,20.502,0.271,3.259,1.048,0.131,20.502,4.528,0.271,5.28,34.298,1802.767,182.378,1477.659,1190.202,63.83,34.142,82.645,4363.975,18.342,154.662
7351,385.588,45.296,8.112,3.175,103.453,21.586,0.259,3.175,1.086,0.138,21.586,4.202,0.259,5.499,33.623,1806.335,195.724,1486.971,1192.275,64.86,37.924,82.84,4393.03,18.397,154.958
7352,371.153,39.857,5.92,3.267,97.573,21.695,0.189,3.267,1.06,0.103,21.695,4.487,0.189,5.588,33.143,1808.146,196.154,1496.388,1195.041,66.098,37.948,83.081,4409.947,18.96,154.438
7353,432.515,34.079,5.8,3.322,110.014,20.551,0.168,3.322,1.038,0.089,20.551,4.789,0.168,5.578,33.021,1809.509,192.694,1505.042,1197.887,66.967,36.491,83.328,4420.816,19.556,153.78
7354,249.026,22.217,3.652,3.516,90.163,17.918,0.118,3.516,1.003,0.054,17.918,5.362,0.118,5.492,33.144,1810.64,186.315,1513.74,1200.951,67.729,32.362,83.609,4427.382,20.513,152.5
7355,291.265,22.613,4.09,3.546,93.48,14.737,0.119,3.546,0.965,0.052,14.737,5.213,0.119,5.508,33.272,1810.415,174.546,1518.957,1202.676,68.169,28.512,83.794,4423.739,21.168,151.672
7356,245.509,20.349,4.721,3.699,89.672,11.566,0.109,3.699,0.931,0.046,11.566,5.085,0.109,5.521,33.15,1809.743,163.333,1523.921,1203.798,68.767,23.935,83.978,4419.233,22.3,150.121
7357,197.261,26.241,3.166,3.821,87.722,9.1,0.107,3.821,0.883,0.039,9.1,5.023,0.107,5.506,32.965,1808.526,150.913,1526.984,1203.836,69.338,19.721,84.134,4410.929,23.158,148.937
7358,206.415,18.163,4.568,4.117,87.408,7.342,0.092,4.117,0.832,0.03,7.342,5.316,0.092,5.385,32.798,1806.45,135.53,1529.15,1202.692,70.031,14.001,84.304,4396.954,24.882,146.453
7359,118.159,25.49,3.822,4.317,84.016,5.579,0.101,4.317,0.761,0.023,5.579,5.56,0.101,5.274,32.79,1804.367,121.078,1529.074,1199.7,70.708,10.174,84.447,4381.116,26.226,144.415
7360,262.123,18.763,3.83,4.809,91.499,3.799,0.105,4.809,0.681,0.016,3.799,6.452,0.105,5.056,32.949,1801.771,103.242,1528.522,1194.838,71.675,5.592,84.641,4360.112,28.826,140.46
7361,292.763,21.63,4.345,4.905,91.311,2.616,0.145,4.905,0.628,0.017,2.616,6.635,0.145,4.942,33.392,1800.322,94.234,1524.869,1188.72,72.166,5.796,84.708,4344.59,29.815,138.817
7362,228.564,29.316,6.227,5.334,92.312,1.591,0.129,5.334,0.609,0.014,1.591,6.78,0.129,4.835,33.801,1799.005,87.692,1521.673,1183.408,72.645,4.852,84.721,4331.419,30.625,137.394
7363,381.232,38.059,5.885,5.255,109.161,1.68,0.158,5.255,0.578,0.016,1.68,6.564,0.158,4.787,34.24,1797.969,82.608,1516.132,1177.713,72.914,5.791,84.616,4317.857,30.433,137.389
